City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,IATA1,IATA2,City1_Lat,City1_Lon,City2_Lat,City2_Lon
BRISBANE,DARWIN,1/12/1994,10898,125,65.6,2852,31081096,47374572,16611,1994,12,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/12/1994,9024,152,63.5,888,8013312,12624696,14217,1994,12,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,MACKAY,1/12/1994,16460,364,64.6,797,13118620,20301184,25472,1994,12,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/12/1994,102371,1020,76.4,1381,141374351,185049857,133997,1994,12,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/12/1994,204,9,62.6,614,125256,200164,326,1994,12,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/12/1994,1624,14,80.8,3615,5870760,7262535,2009,1994,12,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/12/1994,7079,147,69.9,895,6335705,9060980,10124,1994,12,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/12/1994,18663,473,61.1,518,9667434,15826454,30553,1994,12,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/12/1994,242004,2130,68.2,753,182229012,267080817,354689,1994,12,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/12/1994,34468,408,75.2,1112,38328416,50968520,45835,1994,12,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/12/1994,6805,130,74.8,1677,11411985,15252315,9095,1994,12,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/12/1994,2740,33,70.9,2311,6332140,8936637,3867,1994,12,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/12/1994,46007,417,62.6,1971,90679797,144758124,73444,1994,12,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/12/1994,9089,429,62.53181975,284,2581276,4127940,14535,1994,12,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/12/1994,52507,716,66.8,470,24678290,36919440,78552,1994,12,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/12/1994,58985,1429,58.3,236,13920460,23874704,101164,1994,12,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/12/1994,13047,381,68.3,443,5779821,8461743,19101,1994,12,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,SYDNEY,1/12/1994,4526,57,63.9,3155,14279530,22356330,7086,1994,12,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/12/1994,11610,446,74.8,412,4783320,6393828,15519,1994,12,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/12/1994,9629,469,65,310,2984990,4591410,14811,1994,12,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/12/1994,117182,1239,75.2,680,79683760,105944680,155801,1994,12,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/12/1994,60324,716,70.8,618,37280232,52648038,85191,1994,12,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/12/1994,10746,145,77.6,1039,11165094,14395345,13855,1994,12,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/12/1994,12610,402,62,538,6784180,10935388,20326,1994,12,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/12/1994,15072,371,60,1250,18840000,31400000,25120,1994,12,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/12/1994,43816,645,70.6,476,20856416,29545320,62070,1994,12,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/12/1994,4738,78,74.7,914,4330532,5797502,6343,1994,12,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/12/1994,7500,275,80.6,378,2835000,3518802,9309,1994,12,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/12/1994,46348,445,75.4,1330,61642840,81805640,61508,1994,12,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/12/1994,5846,334,62.8,457,2671622,4255127,9311,1994,12,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/12/1994,1519,124,42.2,836,1269884,3006256,3596,1994,12,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/12/1994,66922,515,79.2,2706,181090932,228689472,84512,1994,12,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/12/1994,357756,2771,67.7,706,252575736,373026396,528366,1994,12,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/12/1994,7190,170,61.96673274,1312,9433280,15223136,11603,1994,12,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/12/1994,64510,447,79.5,3284,211850840,266565564,81171,1994,12,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/12/1994,2970,40,72.2,1454,4318380,5983210,4115,1994,12,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/12/1994,16529,200,81.3,837,13834773,17025417,20341,1994,12,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,WAGGA WAGGA,1/12/1994,7717,324,61.4,367,2832139,4613190,12570,1994,12,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/01/1995,13671,126,86.1,1316,17991036,20883604,15869,1995,1,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/01/1995,12949,116,91.1,1622,21003278,23045376,14208,1995,1,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/01/1995,2101,24,75.4,972,2042172,2709936,2788,1995,1,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/01/1995,8841,86,81.5,2619,23154579,28421388,10852,1995,1,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,MELBOURNE,1/01/1995,102995,987,80.5,643,66225785,82251274,127918,1995,1,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/01/1995,37900,305,87.5,2120,80348000,91872320,43336,1995,1,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/01/1995,7485,509,63,246,1841310,2922972,11882,1995,1,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/01/1995,87112,828,77.7,1167,101659704,130844040,112120,1995,1,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/01/1995,7704,329,59.6,452,3482208,5843908,12929,1995,1,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/01/1995,13081,153,65.8,1305,17070705,25956450,19890,1995,1,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/01/1995,15153,146,78.9,2022,30639366,38852730,19215,1995,1,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BALLINA,SYDNEY,1/01/1995,7335,170,78.1,612,4489020,5745456,9388,1995,1,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/01/1995,83062,761,71.6,1391,115539242,161344872,115992,1995,1,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/01/1995,10090,181,72.4,956,9646040,13323772,13937,1995,1,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/01/1995,12065,123,74.5,2852,34409380,46199548,16199,1995,1,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/01/1995,9074,137,69.4,888,8057712,11613264,13078,1995,1,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,HOBART,1/01/1995,124,1,89.2,1791,222084,248949,139,1995,1,BNE,HBA,-27.3841,153.117493,-42.836102,147.510193
BRISBANE,MACKAY,1/01/1995,16909,360,66.7,797,13476473,20211123,25359,1995,1,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/01/1995,110400,987,85.6,1381,152462400,178019186,128906,1995,1,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/01/1995,181,9,58.8,614,111134,189112,308,1995,1,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/01/1995,2386,18,92.5,3615,8625390,9323085,2579,1995,1,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/01/1995,7779,135,81.6,895,6962205,8535615,9537,1995,1,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/01/1995,18519,468,61.4,518,9592842,15615110,30145,1995,1,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/01/1995,265408,2110,74.9,753,199852224,266923440,354480,1995,1,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/01/1995,34830,417,75.9,1112,38730960,51005216,45868,1995,1,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/01/1995,6502,130,74.2,1677,10903854,14695551,8763,1995,1,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/01/1995,3876,38,80.2,2311,8957436,11173685,4835,1995,1,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/01/1995,52377,439,67.9,1971,103235067,151997607,77117,1995,1,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/01/1995,8487,417,57.84487459,284,2410308,4166848,14672,1995,1,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/01/1995,44020,512,74.8,470,20689400,27648220,58826,1995,1,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/01/1995,50618,1169,60.9,236,11945848,19612308,83103,1995,1,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/01/1995,14028,411,70,443,6214404,8871961,20027,1995,1,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,MELBOURNE,1/01/1995,27,1,18.1,3131,84537,466519,149,1995,1,DRW,MEL,-12.4147,130.876663,-37.673302,144.843307
DARWIN,SYDNEY,1/01/1995,4313,52,67.4,3155,13607515,20198310,6402,1995,1,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/01/1995,12583,444,81.3,412,5184196,6380232,15486,1995,1,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/01/1995,5831,338,58.4,310,1807610,3097210,9991,1995,1,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/01/1995,139902,1343,80.4,680,95133360,118332240,174018,1995,1,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/01/1995,72938,840,72.8,618,45075684,61890228,100146,1995,1,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/01/1995,18718,233,79,1039,19448002,24613910,23690,1995,1,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/01/1995,10278,362,56.1,538,5529564,9856698,18321,1995,1,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/01/1995,14514,350,62.1,1250,18142500,29233750,23387,1995,1,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/01/1995,53837,775,73.6,476,25626412,34795600,73100,1995,1,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/01/1995,10485,144,80.7,914,9583290,11882000,13000,1995,1,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/01/1995,8048,287,82.6,378,3042144,3683988,9746,1995,1,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/01/1995,59050,454,89.3,1330,78536500,87934280,66116,1995,1,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/01/1995,4305,308,50.9,457,1967385,3867591,8463,1995,1,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/01/1995,1689,124,47,836,1412004,3006256,3596,1995,1,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/01/1995,77108,502,91.1,2706,208654248,229006074,84629,1995,1,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/01/1995,369347,2511,75.1,706,260758982,347084426,491621,1995,1,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/01/1995,7443,161,68.61805107,1312,9765216,14231264,10847,1995,1,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/01/1995,74334,444,90.2,3284,244112856,270532636,82379,1995,1,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/01/1995,3142,36,84.3,1454,4568468,5419058,3727,1995,1,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/01/1995,18404,191,90.8,837,15404148,16971849,20277,1995,1,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,WAGGA WAGGA,1/01/1995,6007,236,64.7,367,2204569,3409430,9290,1995,1,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/02/1995,11294,113,79.6,1316,14862904,18681936,14196,1995,2,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/02/1995,9338,103,74,1622,15146236,20459908,12614,1995,2,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/02/1995,5100,63,70.9,972,4957200,6996456,7198,1995,2,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/02/1995,5509,74,59.2,2619,14428071,24382890,9310,1995,2,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,MELBOURNE,1/02/1995,93916,984,73.4,643,60387988,82325862,128034,1995,2,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/02/1995,31295,269,81.5,2120,66345400,81391040,38392,1995,2,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/02/1995,6972,438,63.6,246,1715112,2698128,10968,1995,2,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/02/1995,74166,759,72.3,1167,86551722,119724864,102592,1995,2,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/02/1995,8137,322,61.1,452,3677924,6018832,13316,1995,2,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/02/1995,9915,132,57.8,1305,12939075,22396410,17162,1995,2,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/02/1995,13572,127,81,2022,27442584,33876588,16754,1995,2,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BALLINA,SYDNEY,1/02/1995,5289,135,72.4,612,3236868,4471272,7306,1995,2,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/02/1995,73601,660,71.9,1391,102378991,142331293,102323,1995,2,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/02/1995,12895,279,56.2,956,12327620,21944024,22954,1995,2,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/02/1995,9202,112,62.6,2852,26244104,41910140,14695,1995,2,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/02/1995,7249,116,65.5,888,6437112,9824832,11064,1995,2,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,MACKAY,1/02/1995,14143,331,59.6,797,11271971,18906434,23722,1995,2,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/02/1995,93342,934,75.4,1381,128905302,170898750,123750,1995,2,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/02/1995,493,59,37,614,302702,817848,1332,1995,2,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/02/1995,782,8,68.2,3615,2826930,4146405,1147,1995,2,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/02/1995,5051,130,55.6,895,4520645,8134655,9089,1995,2,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/02/1995,16507,420,60.2,518,8550626,14212366,27437,1995,2,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/02/1995,219512,1934,66.1,753,165292536,249904887,331879,1995,2,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/02/1995,27213,351,68.6,1112,30260856,44139728,39694,1995,2,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/02/1995,4502,102,65,1677,7549854,11613225,6925,1995,2,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/02/1995,1212,12,68.7,2311,2800932,4076604,1764,1995,2,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/02/1995,37055,317,64.2,1971,73035405,113720787,57697,1995,2,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/02/1995,8062,394,57.65160183,284,2289608,3971456,13984,1995,2,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/02/1995,58871,727,70.8,470,27669370,39075330,83139,1995,2,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/02/1995,62819,1438,61.7,236,14825284,24032116,101831,1995,2,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/02/1995,10735,326,69.3,443,4755605,6865171,15497,1995,2,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,SYDNEY,1/02/1995,3382,48,55.5,3155,10670210,19236035,6097,1995,2,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/02/1995,8999,344,73.4,412,3707588,5051120,12260,1995,2,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/02/1995,7998,433,55.7,310,2479380,4448810,14351,1995,2,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GOLD COAST,SYDNEY,1/02/1995,96024,1005,76,680,65296320,85928200,126365,1995,2,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HOBART,MELBOURNE,1/02/1995,59417,623,80.1,618,36719706,45844476,74182,1995,2,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/02/1995,8395,127,82.2,1039,8722405,10617541,10219,1995,2,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/02/1995,11284,348,61.3,538,6070792,9902428,18406,1995,2,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/02/1995,11016,297,55.3,1250,13770000,24897500,19918,1995,2,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/02/1995,42934,546,79.8,476,20436584,25597852,53777,1995,2,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/02/1995,4100,60,84.9,914,3747400,4414620,4830,1995,2,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/02/1995,5714,216,75.6,378,2159892,2855790,7555,1995,2,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/02/1995,37122,331,81.9,1330,49372260,60284910,45327,1995,2,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/02/1995,4850,306,55.6,457,2216450,3984583,8719,1995,2,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/02/1995,2489,156,55,836,2080804,3782064,4524,1995,2,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/02/1995,58779,448,82.3,2706,159055974,193151574,71379,1995,2,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/02/1995,365356,2663,70.6,706,257941336,365110018,517153,1995,2,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
PERTH,PORT HEDLAND,1/02/1995,5757,144,59.68277006,1312,7553184,12655552,9646,1995,2,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/02/1995,57295,395,82.1,3284,188156780,229183792,69788,1995,2,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/02/1995,2223,32,67.1,1454,3232242,4815648,3312,1995,2,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/02/1995,12496,163,80.2,837,10459152,13041297,15581,1995,2,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,TOWNSVILLE,1/02/1995,123,1,86,1690,207870,241670,143,1995,2,SYD,TSV,-33.946098,151.1772,-19.252501,146.765198
SYDNEY,WAGGA WAGGA,1/02/1995,7281,277,63.8,367,2672127,4186002,11406,1995,2,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/03/1995,13031,125,82,1316,17148796,20920452,15897,1995,3,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/03/1995,9989,116,68.9,1622,16202158,23522244,14502,1995,3,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/03/1995,5658,74,66.1,972,5499576,8324208,8564,1995,3,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,DARWIN,1/03/1995,6343,84,60.2,2619,16612317,27575451,10529,1995,3,ADL,DRW,-34.945,138.530502,-12.4147,130.876663
ADELAIDE,MELBOURNE,1/03/1995,102199,1076,72.1,643,65713957,91200548,141836,1995,3,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/03/1995,32048,300,74.1,2120,67941760,91656080,43234,1995,3,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/03/1995,7377,472,61.5,246,1814742,2952000,12000,1995,3,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/03/1995,80012,831,71.1,1167,93374004,131338848,112544,1995,3,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/03/1995,9600,339,67.9,452,4339200,6387212,14131,1995,3,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,DARWIN,1/03/1995,11774,145,61.9,1305,15365070,24835455,19031,1995,3,ASP,DRW,-23.806601,133.902206,-12.4147,130.876663
ALICE SPRINGS,SYDNEY,1/03/1995,16258,141,87.4,2022,32873676,37599090,18595,1995,3,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
BALLINA,SYDNEY,1/03/1995,5569,159,67.1,612,3408228,5075928,8294,1995,3,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/03/1995,76887,731,68.5,1391,106949817,156175916,112276,1995,3,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/03/1995,14194,315,54.4,956,13569464,24962116,26111,1995,3,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/03/1995,12453,123,76.9,2852,35515956,46188140,16195,1995,3,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,HAMILTON ISLAND,1/03/1995,7718,124,67.6,888,6853584,10135632,11414,1995,3,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,MACKAY,1/03/1995,16166,375,60.9,797,12884302,21171508,26564,1995,3,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/03/1995,98919,1020,75.3,1381,136607139,181481353,131413,1995,3,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,NEWCASTLE,1/03/1995,689,68,46.7,614,423046,906264,1476,1995,3,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/03/1995,53,1,36.8,3615,191595,520560,144,1995,3,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/03/1995,5853,141,59.6,895,5238435,8784425,9815,1995,3,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/03/1995,18432,474,60.8,518,9547776,15707832,30324,1995,3,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/03/1995,234309,2147,62.4,753,176434677,282542919,375223,1995,3,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/03/1995,31273,408,67.8,1112,34775576,51287664,46122,1995,3,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/03/1995,5056,118,66.2,1677,8478912,12807249,7637,1995,3,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/03/1995,1587,18,63.5,2311,3667557,5772878,2498,1995,3,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/03/1995,42616,353,65.1,1971,83996136,128962530,65430,1995,3,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/03/1995,8696,442,56.62933055,284,2469664,4361104,15356,1995,3,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/03/1995,66118,846,68.4,470,31075460,45435370,96671,1995,3,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
