City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,IATA1,IATA2,City1_Lat,City1_Lon,City2_Lat,City2_Lon
ADELAIDE,CANBERRA,1/09/2012,14291,145,73.8,972,13890852,18814032,19356,2012,9,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,GOLD COAST,1/09/2012,16093,128,78.9,1607,25861451,32795656,20408,2012,9,ADL,OOL,-34.945,138.530502,-28.156067,153.502426
ADELAIDE,MELBOURNE,1/09/2012,169225,1437,78.2,643,108811675,139082829,216303,2012,9,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/09/2012,54649,445,81.3,2120,115855880,142510640,67222,2012,9,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/09/2012,16326,584,59.9,246,4016196,6700548,27238,2012,9,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/09/2012,148393,1106,79,1167,173174631,219247791,187873,2012,9,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/09/2012,22222,564,69.4,452,10044344,14479368,32034,2012,9,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,MELBOURNE,1/09/2012,0,0,0,1860,0,0,0,2012,9,ASP,MEL,-23.806601,133.902206,-37.673302,144.843307
ALICE SPRINGS,SYDNEY,1/09/2012,0,0,0,2022,0,0,0,2012,9,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
AYERS ROCK,SYDNEY,1/09/2012,13473,120,82.2,2181,29384613,35733504,16384,2012,9,AYQ,SYD,-25.1861,131.0369,-33.946098,151.1772
BALLINA,SYDNEY,1/09/2012,23963,218,78.6,612,14665356,18658656,30488,2012,9,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/09/2012,99336,822,80.1,1391,138176376,172422796,123956,2012,9,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/09/2012,51705,514,77.7,956,49429980,63612240,66540,2012,9,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/09/2012,32029,195,82.6,2852,91346708,110552076,38763,2012,9,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,EMERALD,1/09/2012,24568,507,60.9,653,16042904,26345938,40346,2012,9,BNE,EMD,-27.3841,153.117493,-23.559999,148.169998
BRISBANE,GLADSTONE,1/09/2012,36787,690,66.3,434,15965558,24096982,55523,2012,9,BNE,GLT,-27.3841,153.117493,-23.871469,151.223511
BRISBANE,HAMILTON ISLAND,1/09/2012,14545,96,89,888,12915960,14508144,16338,2012,9,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,HOBART,1/09/2012,0,0,0,1791,0,0,0,2012,9,BNE,HBA,-27.3841,153.117493,-42.836102,147.510193
BRISBANE,MACKAY,1/09/2012,82745,783,79.6,797,65947765,82841774,103942,2012,9,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/09/2012,272299,2015,81.1,1381,376044919,463659702,335742,2012,9,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,MOUNT ISA,1/09/2012,14500,158,64.9,1573,22808500,35142393,22341,2012,9,BNE,ISA,-27.3841,153.117493,-20.663799,139.488602
BRISBANE,NEWCASTLE,1/09/2012,49322,486,81.7,614,30283708,37088670,60405,2012,9,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/09/2012,79348,441,85,3615,286843020,337651845,93403,2012,9,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/09/2012,20713,160,89.5,895,18538135,20704035,23133,2012,9,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/09/2012,54329,835,73,518,28142422,38534020,74390,2012,9,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/09/2012,384972,2856,77.2,753,289883916,375718386,498962,2012,9,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/09/2012,83893,722,79.6,1112,93289016,117241496,105433,2012,9,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/09/2012,30643,323,79.6,1677,51388311,64542699,38487,2012,9,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/09/2012,60960,394,85.7,2311,140878560,164399918,71138,2012,9,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/09/2012,82326,586,77.3,1971,162264546,209879964,106484,2012,9,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/09/2012,14772,423,61,284,4195248,6873368,24202,2012,9,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/09/2012,81184,917,66.4,470,38156480,57502620,122346,2012,9,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/09/2012,91990,1590,66.7,236,21709640,32529296,137836,2012,9,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/09/2012,27794,396,76.5,443,12312742,16099506,36342,2012,9,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,MELBOURNE,1/09/2012,24945,170,78.2,3131,78102795,99925865,31915,2012,9,DRW,MEL,-12.4147,130.876663,-37.673302,144.843307
DARWIN,PERTH,1/09/2012,14261,114,78.9,2651,37805911,47932731,18081,2012,9,DRW,PER,-12.4147,130.876663,-31.940201,115.966904
DARWIN,SYDNEY,1/09/2012,32076,230,75.7,3155,101199780,133689970,42374,2012,9,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/09/2012,0,0,0,412,0,0,0,2012,9,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/09/2012,14925,550,67.7,310,4626750,6833330,22043,2012,9,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GERALDTON,PERTH,1/09/2012,11901,275,69.4,370,4403370,6341060,17138,2012,9,GET,PER,-28.796078,114.702049,-31.940201,115.966904
GOLD COAST,SYDNEY,1/09/2012,221887,1566,80.1,680,150883160,188267520,276864,2012,9,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HAMILTON ISLAND,SYDNEY,1/09/2012,19154,120,90.3,1526,29229004,32361882,21207,2012,9,HTI,SYD,-20.358,148.951599,-33.946098,151.1772
HERVEY BAY,SYDNEY,1/09/2012,0,0,0,973,0,0,0,2012,9,HVB,SYD,-25.3188,152.880203,-33.946098,151.1772
HOBART,MELBOURNE,1/09/2012,99460,719,81.1,618,61466280,75744552,122564,2012,9,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/09/2012,39202,348,75.4,1039,40730878,54028000,52000,2012,9,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/09/2012,22041,281,58.7,538,11858058,20196520,37540,2012,9,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/09/2012,63533,672,64.5,1250,79416250,123188750,98551,2012,9,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/09/2012,70934,690,74.1,476,33764584,45545584,95684,2012,9,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/09/2012,16008,124,76.9,914,14631312,19014856,20804,2012,9,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/09/2012,0,0,0,378,0,0,0,2012,9,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/09/2012,164441,998,90,1330,218706530,242921840,182648,2012,9,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/09/2012,17273,398,72.6,457,7893761,10875229,23797,2012,9,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/09/2012,35564,260,78.7,836,29731504,37778004,45189,2012,9,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/09/2012,180662,1120,76.1,2706,488871372,642412518,237403,2012,9,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/09/2012,683316,4850,76,706,482421096,634936864,899344,2012,9,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
NEWCASTLE,GOLD COAST,1/09/2012,0,0,0,539,0,0,0,2012,9,NTL,OOL,-32.794998,151.834396,-28.156067,153.502426
PERTH,NEWMAN,1/09/2012,34347,359,63.9,1019,34999593,54802839,53781,2012,9,PER,ZNE,-31.940201,115.966904,-23.4177,119.802696
PERTH,PORT HEDLAND,1/09/2012,41869,436,65.2,1312,54932128,84309120,64260,2012,9,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/09/2012,150250,750,78.8,3284,493421000,626032204,190631,2012,9,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
PORT MACQUARIE,SYDNEY,1/09/2012,16991,379,73.8,321,5454111,7390704,23024,2012,9,PQQ,SYD,-31.435801,152.863297,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/09/2012,32038,199,91,1454,46583252,51170622,35193,2012,9,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/09/2012,40968,283,83,837,34290216,41290884,49332,2012,9,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,TOWNSVILLE,1/09/2012,16789,124,82.6,1690,28373410,34350940,20326,2012,9,SYD,TSV,-33.946098,151.1772,-19.252501,146.765198
SYDNEY,WAGGA WAGGA,1/09/2012,15973,454,68.5,367,5862091,8558807,23321,2012,9,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/10/2012,0,0,0,1316,0,0,0,2012,10,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/10/2012,68760,517,84,1622,111528720,132752590,81845,2012,10,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/10/2012,15302,162,70.1,972,14873544,21214872,21826,2012,10,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,GOLD COAST,1/10/2012,16193,128,82.5,1607,26022151,31547017,19631,2012,10,ADL,OOL,-34.945,138.530502,-28.156067,153.502426
ADELAIDE,MELBOURNE,1/10/2012,177835,1509,80.8,643,114347905,141529444,220108,2012,10,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/10/2012,57219,472,85.9,2120,121304280,141160200,66585,2012,10,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/10/2012,17323,618,60.1,246,4261458,7086522,28807,2012,10,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/10/2012,155028,1152,79.6,1167,180917676,227315262,194786,2012,10,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/10/2012,21750,579,69.2,452,9831000,14213140,31445,2012,10,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,MELBOURNE,1/10/2012,0,0,0,1860,0,0,0,2012,10,ASP,MEL,-23.806601,133.902206,-37.673302,144.843307
ALICE SPRINGS,SYDNEY,1/10/2012,0,0,0,2022,0,0,0,2012,10,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
AYERS ROCK,SYDNEY,1/10/2012,14715,124,83.5,2181,32093415,38451030,17630,2012,10,AYQ,SYD,-25.1861,131.0369,-33.946098,151.1772
BALLINA,SYDNEY,1/10/2012,26199,238,79.1,612,16033788,20262096,33108,2012,10,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/10/2012,108595,879,80.4,1391,151055645,187821166,135026,2012,10,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/10/2012,52075,536,77.2,956,49783700,64493672,67462,2012,10,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/10/2012,30318,184,81.8,2852,86466936,105720788,37069,2012,10,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,EMERALD,1/10/2012,26436,539,61.8,653,17262708,27927504,42768,2012,10,BNE,EMD,-27.3841,153.117493,-23.559999,148.169998
BRISBANE,GLADSTONE,1/10/2012,40210,728,69.4,434,17451140,25140318,57927,2012,10,BNE,GLT,-27.3841,153.117493,-23.871469,151.223511
BRISBANE,HAMILTON ISLAND,1/10/2012,15405,96,91.5,888,13679640,14946816,16832,2012,10,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,HOBART,1/10/2012,0,0,0,1791,0,0,0,2012,10,BNE,HBA,-27.3841,153.117493,-42.836102,147.510193
BRISBANE,MACKAY,1/10/2012,85221,830,73.8,797,67921137,91989740,115420,2012,10,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/10/2012,290587,2133,81.7,1381,401300647,491319751,355771,2012,10,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,MOUNT ISA,1/10/2012,15929,170,66.3,1573,25056317,37764584,24008,2012,10,BNE,ISA,-27.3841,153.117493,-20.663799,139.488602
BRISBANE,NEWCASTLE,1/10/2012,50699,494,83.3,614,31129186,37366198,60857,2012,10,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/10/2012,92117,481,90.1,3615,333002955,369431310,102194,2012,10,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/10/2012,22739,170,87.7,895,20351405,23203770,25926,2012,10,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/10/2012,57040,863,75,518,29546720,39385612,76034,2012,10,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/10/2012,399822,2883,79.7,753,301065966,377537634,501378,2012,10,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/10/2012,88431,765,75.1,1112,98335272,130998048,117804,2012,10,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/10/2012,30514,282,86.2,1677,51171978,59338968,35384,2012,10,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/10/2012,63367,412,84.7,2311,146441137,172818891,74781,2012,10,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/10/2012,88114,587,83.2,1971,173672694,208807740,105940,2012,10,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/10/2012,15272,433,61.4,284,4337248,7069612,24893,2012,10,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/10/2012,88213,973,65.7,470,41460110,63117240,134292,2012,10,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/10/2012,93358,1664,62.7,236,22032488,35132612,148867,2012,10,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/10/2012,28298,412,75.8,443,12536014,16547822,37354,2012,10,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,MELBOURNE,1/10/2012,24123,161,79.9,3131,75529113,94487318,30178,2012,10,DRW,MEL,-12.4147,130.876663,-37.673302,144.843307
DARWIN,PERTH,1/10/2012,14018,120,72.8,2651,37161718,51074166,19266,2012,10,DRW,PER,-12.4147,130.876663,-31.940201,115.966904
DARWIN,SYDNEY,1/10/2012,29564,236,71.9,3155,93274420,129743065,41123,2012,10,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/10/2012,0,0,0,412,0,0,0,2012,10,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/10/2012,15719,568,69,310,4872890,7067070,22797,2012,10,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GERALDTON,PERTH,1/10/2012,12200,291,67.5,370,4514000,6682570,18061,2012,10,GET,PER,-28.796078,114.702049,-31.940201,115.966904
GOLD COAST,SYDNEY,1/10/2012,230683,1628,79.8,680,156864440,196612480,289136,2012,10,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HAMILTON ISLAND,SYDNEY,1/10/2012,20505,124,95,1526,31290630,32921924,21574,2012,10,HTI,SYD,-20.358,148.951599,-33.946098,151.1772
HERVEY BAY,SYDNEY,1/10/2012,0,0,0,973,0,0,0,2012,10,HVB,SYD,-25.3188,152.880203,-33.946098,151.1772
HOBART,MELBOURNE,1/10/2012,105446,796,78.5,618,65165628,83059818,134401,2012,10,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/10/2012,42257,350,78,1039,43905023,56273279,54161,2012,10,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
KALGOORLIE,PERTH,1/10/2012,22172,295,55.9,538,11928536,21357524,39698,2012,10,KGI,PER,-30.7894,121.461601,-31.940201,115.966904
KARRATHA,PERTH,1/10/2012,69713,728,64.1,1250,87141250,135956250,108765,2012,10,KTA,PER,-20.7122,116.7733,-31.940201,115.966904
LAUNCESTON,MELBOURNE,1/10/2012,70837,708,74.8,476,33718412,45064348,94673,2012,10,LST,MEL,-41.5452,147.214096,-37.673302,144.843307
LAUNCESTON,SYDNEY,1/10/2012,17022,126,78.3,914,15558108,19866704,21736,2012,10,LST,SYD,-41.5452,147.214096,-33.946098,151.1772
MELBOURNE,BURNIE,1/10/2012,0,0,0,378,0,0,0,2012,10,MEL,BWT,-37.673302,144.843307,-40.99889,145.73111
MELBOURNE,GOLD COAST,1/10/2012,170853,1025,92,1330,227234490,246935780,185666,2012,10,MEL,OOL,-37.673302,144.843307,-28.156067,153.502426
MELBOURNE,MILDURA,1/10/2012,17401,410,70.1,457,7952257,11344568,24824,2012,10,MEL,MQL,-37.673302,144.843307,-34.229099,142.085495
MELBOURNE,NEWCASTLE,1/10/2012,38411,286,76.5,836,32111596,41988100,50225,2012,10,MEL,NTL,-37.673302,144.843307,-32.794998,151.834396
MELBOURNE,PERTH,1/10/2012,198663,1154,76.1,2706,537582078,705952104,260884,2012,10,MEL,PER,-37.673302,144.843307,-31.940201,115.966904
MELBOURNE,SYDNEY,1/10/2012,715642,4870,79.5,706,505243252,635713464,900444,2012,10,MEL,SYD,-37.673302,144.843307,-33.946098,151.1772
NEWCASTLE,GOLD COAST,1/10/2012,0,0,0,539,0,0,0,2012,10,NTL,OOL,-32.794998,151.834396,-28.156067,153.502426
PERTH,NEWMAN,1/10/2012,39077,427,62.1,1019,39819463,64094081,62899,2012,10,PER,ZNE,-31.940201,115.966904,-23.4177,119.802696
PERTH,PORT HEDLAND,1/10/2012,45308,492,65.8,1312,59444096,90349568,68864,2012,10,PER,PHE,-31.940201,115.966904,-20.377701,118.626297
PERTH,SYDNEY,1/10/2012,163817,751,85.3,3284,537975028,630826844,192091,2012,10,PER,SYD,-31.940201,115.966904,-33.946098,151.1772
PORT MACQUARIE,SYDNEY,1/10/2012,17551,390,74.5,321,5633871,7564686,23566,2012,10,PQQ,SYD,-31.435801,152.863297,-33.946098,151.1772
SUNSHINE COAST,MELBOURNE,1/10/2012,30972,189,92.2,1454,45033288,48823866,33579,2012,10,MCY,MEL,-26.6033,153.091095,-37.673302,144.843307
SUNSHINE COAST,SYDNEY,1/10/2012,42193,268,89.7,837,35315541,39356577,47021,2012,10,MCY,SYD,-26.6033,153.091095,-33.946098,151.1772
SYDNEY,TOWNSVILLE,1/10/2012,16244,130,77.7,1690,27452360,35349730,20917,2012,10,SYD,TSV,-33.946098,151.1772,-19.252501,146.765198
SYDNEY,WAGGA WAGGA,1/10/2012,16181,467,68.3,367,5938427,8690560,23680,2012,10,SYD,WGA,-33.946098,151.1772,-35.165199,147.466293
ADELAIDE,ALICE SPRINGS,1/11/2012,0,0,0,1316,0,0,0,2012,11,ADL,ASP,-34.945,138.530502,-23.806601,133.902206
ADELAIDE,BRISBANE,1/11/2012,65115,501,80.6,1622,105616530,130991098,80759,2012,11,ADL,BNE,-34.945,138.530502,-27.3841,153.117493
ADELAIDE,CANBERRA,1/11/2012,17144,194,71.3,972,16663968,23364936,24038,2012,11,ADL,CBR,-34.945,138.530502,-35.3069,149.195007
ADELAIDE,GOLD COAST,1/11/2012,15299,120,84.8,1607,24585493,28982245,18035,2012,11,ADL,OOL,-34.945,138.530502,-28.156067,153.502426
ADELAIDE,MELBOURNE,1/11/2012,184433,1531,84.1,643,118590419,141054267,219369,2012,11,ADL,MEL,-34.945,138.530502,-37.673302,144.843307
ADELAIDE,PERTH,1/11/2012,52102,440,86,2120,110456240,128395680,60564,2012,11,ADL,PER,-34.945,138.530502,-31.940201,115.966904
ADELAIDE,PORT LINCOLN,1/11/2012,17493,610,61.4,246,4303278,7007310,28485,2012,11,ADL,PLO,-34.945,138.530502,-34.605278,135.88028
ADELAIDE,SYDNEY,1/11/2012,158783,1153,81.9,1167,185299761,226147095,193785,2012,11,ADL,SYD,-34.945,138.530502,-33.946098,151.1772
ALBURY,SYDNEY,1/11/2012,21332,574,74.3,452,9642064,12973304,28702,2012,11,ABX,SYD,-36.067699,146.957993,-33.946098,151.1772
ALICE SPRINGS,MELBOURNE,1/11/2012,0,0,0,1860,0,0,0,2012,11,ASP,MEL,-23.806601,133.902206,-37.673302,144.843307
ALICE SPRINGS,SYDNEY,1/11/2012,0,0,0,2022,0,0,0,2012,11,ASP,SYD,-23.806601,133.902206,-33.946098,151.1772
AYERS ROCK,SYDNEY,1/11/2012,13620,120,84.3,2181,29705220,35227512,16152,2012,11,AYQ,SYD,-25.1861,131.0369,-33.946098,151.1772
BALLINA,SYDNEY,1/11/2012,23923,202,87.2,612,14640876,16785324,27427,2012,11,BNK,SYD,-28.833799,153.5625,-33.946098,151.1772
BRISBANE,CAIRNS,1/11/2012,104497,795,85.8,1391,145355327,169348686,121746,2012,11,BNE,CNS,-27.3841,153.117493,-16.885799,145.755203
BRISBANE,CANBERRA,1/11/2012,48493,519,75.1,956,46359308,61750908,64593,2012,11,BNE,CBR,-27.3841,153.117493,-35.3069,149.195007
BRISBANE,DARWIN,1/11/2012,27087,180,75.4,2852,77252124,102458100,35925,2012,11,BNE,DRW,-27.3841,153.117493,-12.4147,130.876663
BRISBANE,EMERALD,1/11/2012,25570,573,56.6,653,16697210,29522130,45210,2012,11,BNE,EMD,-27.3841,153.117493,-23.559999,148.169998
BRISBANE,GLADSTONE,1/11/2012,39080,714,69.3,434,16960720,24479336,56404,2012,11,BNE,GLT,-27.3841,153.117493,-23.871469,151.223511
BRISBANE,HAMILTON ISLAND,1/11/2012,14574,96,86.8,888,12941712,14902416,16782,2012,11,BNE,HTI,-27.3841,153.117493,-20.358,148.951599
BRISBANE,HOBART,1/11/2012,0,0,0,1791,0,0,0,2012,11,BNE,HBA,-27.3841,153.117493,-42.836102,147.510193
BRISBANE,MACKAY,1/11/2012,77804,763,74.3,797,62009788,83417208,104664,2012,11,BNE,MKY,-27.3841,153.117493,-21.1716,149.179703
BRISBANE,MELBOURNE,1/11/2012,283939,2053,83.5,1381,392119759,469486141,339961,2012,11,BNE,MEL,-27.3841,153.117493,-37.673302,144.843307
BRISBANE,MOUNT ISA,1/11/2012,15337,164,66.4,1573,24125101,36307986,23082,2012,11,BNE,ISA,-27.3841,153.117493,-20.663799,139.488602
BRISBANE,NEWCASTLE,1/11/2012,50442,516,80.3,614,30971388,38587444,62846,2012,11,BNE,NTL,-27.3841,153.117493,-32.794998,151.834396
BRISBANE,PERTH,1/11/2012,81841,454,85.6,3615,295855215,345724140,95636,2012,11,BNE,PER,-27.3841,153.117493,-31.940201,115.966904
BRISBANE,PROSERPINE,1/11/2012,21591,164,84.6,895,19323945,22837715,25517,2012,11,BNE,PPP,-27.3841,153.117493,-20.495001,148.5522
BRISBANE,ROCKHAMPTON,1/11/2012,53123,877,71,518,27517714,38753652,74814,2012,11,BNE,ROK,-27.3841,153.117493,-23.381901,150.475204
BRISBANE,SYDNEY,1/11/2012,383703,2770,80.2,753,288928359,360052221,478157,2012,11,BNE,SYD,-27.3841,153.117493,-33.946098,151.1772
BRISBANE,TOWNSVILLE,1/11/2012,82322,721,73.7,1112,91542064,124249320,111735,2012,11,BNE,TSV,-27.3841,153.117493,-19.252501,146.765198
BROOME,PERTH,1/11/2012,24572,246,78.8,1677,41207244,52288860,31180,2012,11,BME,PER,-17.9447,122.231598,-31.940201,115.966904
CAIRNS,MELBOURNE,1/11/2012,52647,323,89.5,2311,121667217,135893733,58803,2012,11,CNS,MEL,-16.885799,145.755203,-37.673302,144.843307
CAIRNS,SYDNEY,1/11/2012,76065,470,89.2,1971,149924115,168110532,85292,2012,11,CNS,SYD,-16.885799,145.755203,-33.946098,151.1772
CAIRNS,TOWNSVILLE,1/11/2012,15780,437,62.9,284,4481520,7128968,25102,2012,11,CNS,TSV,-16.885799,145.755203,-19.252501,146.765198
CANBERRA,MELBOURNE,1/11/2012,91175,956,68.2,470,42852250,62832890,133687,2012,11,CBR,MEL,-35.3069,149.195007,-37.673302,144.843307
CANBERRA,SYDNEY,1/11/2012,96380,1632,66.9,236,22745680,34001936,144076,2012,11,CBR,SYD,-35.3069,149.195007,-33.946098,151.1772
COFFS HARBOUR,SYDNEY,1/11/2012,28586,395,78.8,443,12663598,16077356,36292,2012,11,CFS,SYD,-30.320499,153.116302,-33.946098,151.1772
DARWIN,MELBOURNE,1/11/2012,22097,162,72.5,3131,69185707,95382784,30464,2012,11,DRW,MEL,-12.4147,130.876663,-37.673302,144.843307
DARWIN,PERTH,1/11/2012,12487,116,67.2,2651,33103037,49255580,18580,2012,11,DRW,PER,-12.4147,130.876663,-31.940201,115.966904
DARWIN,SYDNEY,1/11/2012,25076,228,65.1,3155,79114780,121521135,38517,2012,11,DRW,SYD,-12.4147,130.876663,-33.946098,151.1772
DEVONPORT,MELBOURNE,1/11/2012,0,0,0,412,0,0,0,2012,11,DPO,MEL,-41.169724,146.430283,-37.673302,144.843307
DUBBO,SYDNEY,1/11/2012,15440,564,68.5,310,4786400,6991120,22552,2012,11,DBO,SYD,-32.216599,148.574707,-33.946098,151.1772
GERALDTON,PERTH,1/11/2012,11562,285,63.6,370,4277940,6731410,18193,2012,11,GET,PER,-28.796078,114.702049,-31.940201,115.966904
GOLD COAST,SYDNEY,1/11/2012,224237,1559,82.4,680,152481160,184949800,271985,2012,11,OOL,SYD,-28.156067,153.502426,-33.946098,151.1772
HAMILTON ISLAND,SYDNEY,1/11/2012,18846,120,90.1,1526,28758996,31922394,20919,2012,11,HTI,SYD,-20.358,148.951599,-33.946098,151.1772
HERVEY BAY,SYDNEY,1/11/2012,0,0,0,973,0,0,0,2012,11,HVB,SYD,-25.3188,152.880203,-33.946098,151.1772
HOBART,MELBOURNE,1/11/2012,122394,982,75.1,618,75639492,100707426,162957,2012,11,HBA,MEL,-42.836102,147.510193,-37.673302,144.843307
HOBART,SYDNEY,1/11/2012,41955,325,85.8,1039,43591245,50787359,48881,2012,11,HBA,SYD,-42.836102,147.510193,-33.946098,151.1772
