Year,Australian,Airline,InFlights,OutFlights,InSeats,OutSeats,Total Flights
2019,Brisbane,Air Canada,27,26,6869,6614,53.00
2019,Brisbane,Air New Zealand,125,123,28267,27911,248.00
2019,Brisbane,Air Niugini,30,30,6179,6179,60.00
2019,Brisbane,Air Vanuatu,21,21,2646,2646,42.00
2019,Brisbane,Cathay Pacific Airways,44,44,11769,11769,88.00
2019,Brisbane,China Airlines,56,56,17136,17136,112.00
2019,Brisbane,China Eastern Airlines,22,22,5066,5066,44.00
2019,Brisbane,China Southern Airlines,30,30,8469,8469,60.00
2019,Brisbane,Emirates,73,73,30677,30677,146.00
2019,Brisbane,Etihad Airways,30,30,8976,8976,60.00
2019,Brisbane,Eva Air,17,17,5814,5814,34.00
2019,Brisbane,Fiji Airways,30,31,4923,5084,61.00
2019,Brisbane,Hainan Airlines,8,8,1790,1790,16.00
2019,Brisbane,Hawaiian Airlines,13,13,3601,3601,26.00
2019,Brisbane,Jetstar,30,29,10050,9715,59.00
2019,Brisbane,Korean Air,30,30,8070,8070,60.00
2019,Brisbane,Malaysia Airlines,17,17,4930,4930,34.00
2019,Brisbane,Malindo Air,17,17,2754,2754,34.00
2019,Brisbane,Nauru Airlines,12,11,1536,1408,23.00
2019,Brisbane,Philippine Airlines,22,22,3696,3696,44.00
2019,Brisbane,Qantas Airways,259,260,59540,59903,519.00
2019,Brisbane,Royal Brunei Airlines,17,17,2550,2550,34.00
2019,Brisbane,Samoa Airways,8,8,1360,1360,16.00
2019,Brisbane,Singapore Airlines,120,120,34860,34860,240.00
2019,Brisbane,Solomon Airlines,22,22,2992,2992,44.00
2019,Brisbane,Thai AirAsia X,14,13,5278,4901,27.00
2019,Brisbane,Thai Airways International,17,17,4964,4964,34.00
2019,Brisbane,Virgin Australia,298,299,54112,54451,597.00
2019,Cairns,Air Niugini,43,44,5106,5232,87.00
2019,Cairns,Hainan Airlines,8,8,1801,1801,16.00
2019,Cairns,Jetstar,65,62,19230,18225,127.00
2019,Cairns,Qantas Airways,26,26,1924,1924,52.00
2019,Cairns,Silk Air,30,30,4860,4860,60.00
2019,Canberra,Qatar Airways,28,28,9156,9156,56.00
2019,Canberra,Singapore Airlines,30,30,7920,7920,60.00
2019,Darwin,Donghai Airlines,8,8,864,864,16.00
2019,Darwin,Jetstar,22,21,4068,3882,43.00
2019,Darwin,Jetstar Asia,22,22,3960,3960,44.00
2019,Darwin,Silk Air,30,30,4860,4860,60.00
2019,Gold Coast,Air New Zealand,31,31,6319,6312,62.00
2019,Gold Coast,AirAsia X,18,17,6786,6409,35.00
2019,Gold Coast,Jetstar,93,90,21011,19857,183.00
2019,Gold Coast,Scoot Tigerair,13,13,4875,4875,26.00
2019,Gold Coast,Virgin Australia,30,30,5280,5280,60.00
2019,Melbourne,Air Caledonie,13,13,1946,1946,26.00
2019,Melbourne,Air Canada,17,18,4950,5307,35.00
2019,Melbourne,Air China,30,30,8730,8730,60.00
2019,Melbourne,Air India,13,13,3328,3328,26.00
2019,Melbourne,Air New Zealand,171,169,39919,39434,340.00
2019,Melbourne,Air Vanuatu,13,13,2210,2210,26.00
2019,Melbourne,Beijing Capital Airlines,13,13,2886,2886,26.00
2019,Melbourne,Cathay Pacific Airways,80,80,26342,26342,160.00
2019,Melbourne,Cebu Pacific Air,12,13,5232,5668,25.00
2019,Melbourne,China Airlines,17,17,5202,5202,34.00
2019,Melbourne,China Eastern Airlines,60,60,15602,15602,120.00
2019,Melbourne,China Southern Airlines,73,73,20586,20586,146.00
2019,Melbourne,Emirates,90,90,40517,40517,180.00
2019,Melbourne,Etihad Airways,60,60,17820,17820,120.00
2019,Melbourne,Fiji Airways,27,27,5352,5352,54.00
2019,Melbourne,Garuda Indonesia,42,42,10498,10498,84.00
2019,Melbourne,Hainan Airlines,8,8,2381,2381,16.00
2019,Melbourne,Japan Airlines,30,30,5580,5580,60.00
2019,Melbourne,Jetstar,204,204,56062,55901,408.00
2019,Melbourne,LATAM Airlines,14,13,3402,3159,27.00
2019,Melbourne,Malaysia Airlines,67,66,19430,19140,133.00
2019,Melbourne,Malindo Air,30,30,4860,4860,60.00
2019,Melbourne,Philippine Airlines,26,26,7852,7852,52.00
2019,Melbourne,Qantas Airways,412,410,104317,102925,822.00
2019,Melbourne,Qatar Airways,30,30,15510,15510,60.00
2019,Melbourne,Royal Brunei Airlines,30,30,7620,7620,60.00
2019,Melbourne,Scoot Tigerair,35,35,12655,12655,70.00
2019,Melbourne,Sichuan Airlines,17,17,4544,4544,34.00
2019,Melbourne,Singapore Airlines,156,156,45706,45706,312.00
2019,Melbourne,SriLankan Airlines,30,30,8700,8880,60.00
2019,Melbourne,Thai Airways International,60,60,19260,19260,120.00
2019,Melbourne,Tianjin Airlines,10,10,2563,2586,20.00
2019,Melbourne,United Airlines,30,30,7560,7560,60.00
2019,Melbourne,Vietnam Airlines,28,28,8540,8540,56.00
2019,Melbourne,Virgin Australia,159,157,33457,32779,316.00
2019,Melbourne,Xiamen Airlines,21,21,4985,4985,42.00
2019,Newcastle,Virgin Australia,4,4,704,704,8.00
2019,Norfolk Island,Air Chathams,5,5,200,250,10.00
2019,Perth,Air Mauritius,8,8,2214,2214,16.00
2019,Perth,Air New Zealand,39,39,11372,11373,78.00
2019,Perth,AirAsia X,30,30,11310,11310,60.00
2019,Perth,All Nippon Airways,30,30,5520,5520,60.00
2019,Perth,Batik Air Indonesia,30,30,5400,5400,60.00
2019,Perth,Cathay Pacific Airways,40,40,12036,12036,80.00
2019,Perth,China Southern Airlines,13,13,3380,3380,26.00
2019,Perth,Citilink Indonesia,23,23,4140,4140,46.00
2019,Perth,Emirates,30,30,14875,14875,60.00
2019,Perth,Garuda Indonesia,46,46,7452,7452,92.00
2019,Perth,Indonesia AirAsia,90,90,16200,16200,180.00
2019,Perth,Jetstar,88,89,16146,16326,177.00
2019,Perth,Malaysia Airlines,54,54,12450,12450,108.00
2019,Perth,Malindo Air,60,60,9720,9720,120.00
2019,Perth,Qantas Airways,60,60,15017,14738,120.00
2019,Perth,Qatar Airways,30,30,10620,10620,60.00
2019,Perth,Scoot Tigerair,37,37,11942,11942,74.00
2019,Perth,Singapore Airlines,120,120,38400,38400,240.00
2019,Perth,South African Airways,26,26,6547,6547,52.00
2019,Perth,Thai Airways International,30,30,8820,8820,60.00
2019,Port Hedland,Virgin Australia,5,5,880,880,10.00
2019,Sydney,Air Caledonie,12,13,2755,3018,25.00
2019,Sydney,Air Canada,30,30,9098,9100,60.00
2019,Sydney,Air China,43,43,14445,14445,86.00
2019,Sydney,Air India,22,22,5632,5632,44.00
2019,Sydney,Air New Zealand,271,269,60832,60528,540.00
2019,Sydney,Air Niugini,9,9,1098,1098,18.00
2019,Sydney,Air Vanuatu,29,29,4930,4930,58.00
2019,Sydney,AirAsia X,30,30,11310,11310,60.00
2019,Sydney,All Nippon Airways,30,30,7200,7200,60.00
2019,Sydney,American Airlines,30,29,8520,8236,59.00
2019,Sydney,Asiana Airlines,30,30,14850,14850,60.00
2019,Sydney,Beijing Capital Airlines,13,13,3380,3380,26.00
2019,Sydney,British Airways,30,30,8910,8910,60.00
2019,Sydney,Cathay Pacific Airways,106,107,33679,34047,213.00
2019,Sydney,Cebu Pacific Air,22,22,9592,9592,44.00
2019,Sydney,China Airlines,30,30,9180,9180,60.00
2019,Sydney,China Eastern Airlines,112,112,29054,29054,224.00
2019,Sydney,China Southern Airlines,73,73,20672,20672,146.00
2019,Sydney,Delta Air Lines,30,30,8640,8640,60.00
2019,Sydney,Emirates,120,120,54555,54555,240.00
2019,Sydney,Etihad Airways,60,60,24420,24420,120.00
2019,Sydney,Fiji Airways,64,64,15091,15007,128.00
2019,Sydney,Garuda Indonesia,33,33,8283,8283,66.00
2019,Sydney,Hainan Airlines,17,17,4932,4932,34.00
2019,Sydney,Hawaiian Airlines,23,23,6371,6371,46.00
2019,Sydney,Japan Airlines,30,30,5858,5858,60.00
2019,Sydney,Jetstar,150,154,39164,40510,304.00
2019,Sydney,Korean Air,30,30,12210,12210,60.00
2019,Sydney,LATAM Airlines,30,30,9000,9000,60.00
2019,Sydney,Malaysia Airlines,60,60,17384,17384,120.00
2019,Sydney,Malindo Air,30,30,4860,4860,60.00
2019,Sydney,Philippine Airlines,26,26,8142,8142,52.00
2019,Sydney,Qantas Airways,774,774,207637,210431,1548.00
2019,Sydney,Qatar Airways,60,60,25320,25320,120.00
2019,Sydney,Samoa Airways,9,9,1530,1530,18.00
2019,Sydney,Scoot Tigerair,29,29,10411,10411,58.00
2019,Sydney,Sichuan Airlines,8,8,2409,2409,16.00
2019,Sydney,Singapore Airlines,150,150,49230,49230,300.00
2019,Sydney,Thai Airways International,30,30,11250,11250,60.00
2019,Sydney,Tianjin Airlines,8,8,2016,2016,16.00
2019,Sydney,United Airlines,87,87,21924,21924,174.00
2019,Sydney,Vietnam Airlines,39,39,10686,10686,78.00
2019,Sydney,Virgin Australia,267,266,53152,52976,533.00
2019,Sydney,Xiamen Airlines,29,29,6844,6844,58.00
2019,Adelaide,Air New Zealand,20,20,5638,5638,40.00
2019,Adelaide,Cathay Pacific Airways,24,24,6024,6024,48.00
2019,Adelaide,China Southern Airlines,19,19,5358,5358,38.00
2019,Adelaide,Emirates,31,31,9362,9362,62.00
2019,Adelaide,Jetstar,55,55,10062,10062,110.00
2019,Adelaide,Malaysia Airlines,21,22,6090,6380,43.00
2019,Adelaide,Malindo Air,18,18,2916,2916,36.00
2019,Adelaide,Qatar Airways,31,31,8773,8773,62.00
2019,Adelaide,Singapore Airlines,44,44,13098,13098,88.00
2019,Avalon,AirAsia X,62,62,23374,23374,124.00
2019,Brisbane,Air Caledonie,16,16,2553,2553,32.00
2019,Brisbane,Air Canada,31,31,7991,7991,62.00
2019,Brisbane,Air New Zealand,147,147,32049,32007,294.00
2019,Brisbane,Air Niugini,31,31,6421,6398,62.00
2019,Brisbane,Air Vanuatu,23,22,2898,2772,45.00
2019,Brisbane,Cathay Pacific Airways,49,49,13198,13198,98.00
2019,Brisbane,China Airlines,62,62,22196,22196,124.00
2019,Brisbane,China Eastern Airlines,31,31,7142,7140,62.00
2019,Brisbane,China Southern Airlines,39,38,10899,10640,77.00
2019,Brisbane,Emirates,93,93,37944,37944,186.00
2019,Brisbane,Etihad Airways,31,31,9269,9269,62.00
2019,Brisbane,Eva Air,31,31,10602,10602,62.00
2019,Brisbane,Fiji Airways,34,34,5510,5510,68.00
2019,Brisbane,Hainan Airlines,9,9,2110,2004,18.00
2019,Brisbane,Hawaiian Airlines,13,13,3601,3601,26.00
2019,Brisbane,Jetstar,30,30,10050,10050,60.00
2019,Brisbane,Korean Air,31,31,8339,8339,62.00
2019,Brisbane,Malaysia Airlines,17,18,4930,5220,35.00
2019,Brisbane,Malindo Air,18,18,2916,2916,36.00
2019,Brisbane,Nauru Airlines,13,12,1664,1536,25.00
2019,Brisbane,Philippine Airlines,22,22,3696,3696,44.00
2019,Brisbane,Qantas Airways,271,272,62694,62934,543.00
2019,Brisbane,Royal Brunei Airlines,18,17,2700,2550,35.00
2019,Brisbane,Samoa Airways,10,10,1700,1700,20.00
2019,Brisbane,Singapore Airlines,124,124,36022,36022,248.00
2019,Brisbane,Solomon Airlines,22,22,2992,2992,44.00
2019,Brisbane,Thai AirAsia X,13,13,4901,4901,26.00
2019,Brisbane,Thai Airways International,18,18,5256,5256,36.00
2019,Brisbane,Virgin Australia,338,339,62678,62854,677.00
2019,Cairns,Air Niugini,41,41,4371,4371,82.00
2019,Cairns,Hainan Airlines,9,9,1926,1926,18.00
2019,Cairns,Jetstar,71,71,21520,21371,142.00
2019,Cairns,Qantas Airways,28,28,2072,2072,56.00
2019,Cairns,Silk Air,31,31,5022,5022,62.00
2019,Canberra,Qatar Airways,31,31,10137,10137,62.00
2019,Canberra,Singapore Airlines,31,31,8184,8184,62.00
2019,Darwin,Donghai Airlines,9,9,972,972,18.00
2019,Darwin,Jetstar,27,28,4962,5148,55.00
2019,Darwin,Jetstar Asia,27,27,4860,4860,54.00
2019,Darwin,Silk Air,31,31,5022,5022,62.00
2019,Gold Coast,Air New Zealand,41,41,8226,8229,82.00
2019,Gold Coast,AirAsia X,31,31,11687,11687,62.00
2019,Gold Coast,Jetstar,124,122,29113,28443,246.00
2019,Gold Coast,Scoot Tigerair,18,18,6464,6464,36.00
2019,Gold Coast,Virgin Australia,31,31,5456,5456,62.00
2019,Melbourne,Air Caledonie,13,13,1946,1946,26.00
2019,Melbourne,Air Canada,17,17,5066,5066,34.00
2019,Melbourne,Air China,31,31,9021,9021,62.00
2019,Melbourne,Air India,13,13,3328,3328,26.00
2019,Melbourne,Air New Zealand,218,213,49583,48258,431.00
2019,Melbourne,Air Vanuatu,13,13,2210,2210,26.00
2019,Melbourne,Beijing Capital Airlines,13,13,2886,2886,26.00
2019,Melbourne,Cathay Pacific Airways,93,93,30454,30454,186.00
2019,Melbourne,Cebu Pacific Air,14,13,6104,5668,27.00
2019,Melbourne,China Airlines,18,18,5508,5508,36.00
2019,Melbourne,China Eastern Airlines,62,62,16043,16045,124.00
2019,Melbourne,China Southern Airlines,94,94,26508,26508,188.00
2019,Melbourne,Emirates,93,93,41406,41406,186.00
2019,Melbourne,Etihad Airways,62,62,19436,19436,124.00
2019,Melbourne,Fiji Airways,33,33,6652,6755,66.00
2019,Melbourne,Garuda Indonesia,50,51,12590,12841,101.00
2019,Melbourne,Hainan Airlines,9,9,2661,2661,18.00
2019,Melbourne,Japan Airlines,31,31,5766,5766,62.00
2019,Melbourne,Jetstar,229,232,59490,60340,461.00
2019,Melbourne,LATAM Airlines,12,11,2973,2673,23.00
2019,Melbourne,Malaysia Airlines,76,77,22040,22330,153.00
2019,Melbourne,Malindo Air,31,31,5022,5022,62.00
2019,Melbourne,Philippine Airlines,30,30,9060,9060,60.00
2019,Melbourne,Qantas Airways,439,438,109386,108433,877.00
2019,Melbourne,Qatar Airways,31,31,16027,16027,62.00
2019,Melbourne,Royal Brunei Airlines,31,31,7796,7796,62.00
2019,Melbourne,Scoot Tigerair,52,52,18824,18824,104.00
2019,Melbourne,Sichuan Airlines,17,17,4809,4809,34.00
2019,Melbourne,Singapore Airlines,159,159,46489,46489,318.00
2019,Melbourne,SriLankan Airlines,31,31,8990,9176,62.00
2019,Melbourne,Thai Airways International,62,62,19880,19880,124.00
2019,Melbourne,Tianjin Airlines,12,12,3065,3052,24.00
2019,Melbourne,United Airlines,41,38,10332,9576,79.00
2019,Melbourne,Vietnam Airlines,31,31,9455,9455,62.00
2019,Melbourne,Virgin Australia,181,182,38249,38588,363.00
2019,Melbourne,Xiamen Airlines,22,22,5270,5270,44.00
2019,Newcastle,Virgin Australia,14,14,2464,2464,28.00
2019,Norfolk Island,Air Chathams,5,5,239,239,10.00
2019,Perth,Air Mauritius,11,11,3003,3067,22.00
2019,Perth,Air New Zealand,32,33,9448,9756,65.00
2019,Perth,AirAsia X,48,48,18096,18096,96.00
2019,Perth,All Nippon Airways,31,31,5704,5704,62.00
2019,Perth,Batik Air Indonesia,31,31,5580,5580,62.00
2019,Perth,Cathay Pacific Airways,44,44,13401,13401,88.00
2019,Perth,China Southern Airlines,19,18,4963,4703,37.00
2019,Perth,Citilink Indonesia,31,31,5580,5580,62.00
2019,Perth,Emirates,61,61,25879,25879,122.00
2019,Perth,Garuda Indonesia,49,49,7938,7938,98.00
2019,Perth,Indonesia AirAsia,93,93,16740,16740,186.00
2019,Perth,Jetstar,91,91,16854,16860,182.00
2019,Perth,Malaysia Airlines,57,57,13057,13057,114.00
2019,Perth,Malindo Air,62,62,10242,10242,124.00
2019,Perth,Qantas Airways,76,76,17879,17551,152.00
2019,Perth,Qatar Airways,31,30,14119,13602,61.00
2019,Perth,Scoot Tigerair,53,53,17272,17272,106.00
2019,Perth,Singapore Airlines,124,124,39680,39680,248.00
2019,Perth,South African Airways,31,31,7870,7870,62.00
2019,Perth,Thai Airways International,31,31,9114,9114,62.00
2019,Port Hedland,Virgin Australia,4,4,704,704,8.00
2019,Sydney,Air Caledonie,17,17,3449,3442,34.00
2019,Sydney,Air Canada,31,31,9550,9550,62.00
2019,Sydney,Air China,43,43,15057,15057,86.00
2019,Sydney,Air India,22,22,5632,5632,44.00
2019,Sydney,Air New Zealand,288,287,62386,62551,575.00
2019,Sydney,Air Niugini,9,9,1238,1335,18.00
2019,Sydney,Air Vanuatu,30,30,5100,5100,60.00
2019,Sydney,AirAsia X,62,62,23374,23374,124.00
2019,Sydney,All Nippon Airways,31,31,7440,7440,62.00
2019,Sydney,American Airlines,31,31,8804,8804,62.00
2019,Sydney,Asiana Airlines,31,31,15345,15345,62.00
2019,Sydney,Beijing Capital Airlines,13,13,3426,3426,26.00
2019,Sydney,British Airways,31,31,9207,9207,62.00
2019,Sydney,Cathay Pacific Airways,124,124,39161,39161,248.00
2019,Sydney,Cebu Pacific Air,22,22,9592,9592,44.00
2019,Sydney,China Airlines,49,49,14994,14994,98.00
2019,Sydney,China Eastern Airlines,112,112,29161,29161,224.00
2019,Sydney,China Southern Airlines,93,93,30333,30333,186.00
2019,Sydney,Delta Air Lines,31,32,8928,9216,63.00
2019,Sydney,Emirates,124,124,63051,62940,248.00
2019,Sydney,Etihad Airways,62,62,25234,25234,124.00
2019,Sydney,Fiji Airways,70,70,19280,19477,140.00
2019,Sydney,Garuda Indonesia,48,48,12120,12120,96.00
2019,Sydney,Hainan Airlines,18,18,5171,5171,36.00
2019,Sydney,Hawaiian Airlines,31,31,8587,8587,62.00
2019,Sydney,Japan Airlines,31,31,6053,6053,62.00
2019,Sydney,Jetstar,170,173,42711,43579,343.00
2019,Sydney,Korean Air,31,31,12617,12617,62.00
2019,Sydney,LATAM Airlines,31,31,9300,9300,62.00
2019,Sydney,Malaysia Airlines,65,65,19382,19382,130.00
2019,Sydney,Malindo Air,31,31,5022,5022,62.00
2019,Sydney,Philippine Airlines,30,30,9378,9378,60.00
2019,Sydney,Qantas Airways,881,881,240483,244346,1762.00
2019,Sydney,Qatar Airways,62,62,26164,26164,124.00
2019,Sydney,Samoa Airways,10,10,1700,1700,20.00
2019,Sydney,Scoot Tigerair,44,44,16082,16082,88.00
2019,Sydney,Sichuan Airlines,9,9,2745,2745,18.00
2019,Sydney,Singapore Airlines,155,155,50810,50810,310.00
2019,Sydney,Thai Airways International,31,31,11625,11625,62.00
2019,Sydney,Tianjin Airlines,9,9,2259,2259,18.00
2019,Sydney,United Airlines,92,92,25330,25182,184.00
2019,Sydney,Vietnam Airlines,44,44,12056,12056,88.00
2019,Sydney,Virgin Australia,303,304,61846,62022,607.00
2019,Sydney,Xiamen Airlines,31,31,7316,7316,62.00
2020,Adelaide,Air New Zealand,23,23,6695,6695,46.00
2020,Adelaide,Cathay Pacific Airways,26,26,6526,6526,52.00
2020,Adelaide,China Southern Airlines,21,21,5922,5922,42.00
2020,Adelaide,Emirates,31,31,9362,9362,62.00
2020,Adelaide,Jetstar,58,59,10734,10920,117.00
2020,Adelaide,Malaysia Airlines,23,22,6670,6380,45.00
2020,Adelaide,Malindo Air,17,18,2754,2916,35.00
2020,Adelaide,Qatar Airways,31,31,8773,8773,62.00
2020,Adelaide,Singapore Airlines,48,48,14544,14544,96.00
2020,Avalon,AirAsia X,62,62,23374,23374,124.00
2020,Avalon,Citilink Indonesia,7,7,1260,1260,14.00
2020,Brisbane,Air Caledonie,18,18,2893,2893,36.00
2020,Brisbane,Air Canada,30,31,7736,7991,61.00
2020,Brisbane,Air New Zealand,161,159,34464,33999,320.00
2020,Brisbane,Air Niugini,32,31,6502,6352,63.00
2020,Brisbane,Air Vanuatu,22,22,2772,2772,44.00
2020,Brisbane,Cathay Pacific Airways,48,48,12947,12947,96.00
2020,Brisbane,China Airlines,62,62,22196,22196,124.00
2020,Brisbane,China Eastern Airlines,31,31,7138,7138,62.00
2020,Brisbane,China Southern Airlines,44,45,13070,13329,89.00
2020,Brisbane,Emirates,93,92,37952,37598,185.00
2020,Brisbane,Etihad Airways,31,31,9269,9269,62.00
2020,Brisbane,Eva Air,31,31,10602,10602,62.00
2020,Brisbane,Fiji Airways,33,33,5283,5283,66.00
2020,Brisbane,Hainan Airlines,9,9,2327,2327,18.00
2020,Brisbane,Hawaiian Airlines,13,13,3601,3601,26.00
2020,Brisbane,Jetstar,31,31,10385,10385,62.00
2020,Brisbane,Korean Air,31,31,8339,8339,62.00
2020,Brisbane,Malaysia Airlines,18,18,5220,5220,36.00
2020,Brisbane,Malindo Air,18,17,2916,2754,35.00
2020,Brisbane,Nauru Airlines,12,14,1536,1792,26.00
2020,Brisbane,Philippine Airlines,22,22,3696,3696,44.00
2020,Brisbane,Qantas Airways,285,284,66564,66048,569.00
2020,Brisbane,Royal Brunei Airlines,18,18,2700,2700,36.00
2020,Brisbane,Samoa Airways,8,8,1360,1360,16.00
2020,Brisbane,Singapore Airlines,124,124,36022,36022,248.00
2020,Brisbane,Solomon Airlines,22,22,2992,2992,44.00
2020,Brisbane,Thai AirAsia X,13,13,4901,4901,26.00
2020,Brisbane,Thai Airways International,18,18,5256,5256,36.00
2020,Brisbane,Virgin Australia,341,339,63042,62690,680.00
2020,Cairns,Air Niugini,43,42,5057,4981,85.00
2020,Cairns,Hainan Airlines,13,13,2782,2782,26.00
2020,Cairns,Jetstar,79,79,23699,23699,158.00
2020,Cairns,Qantas Airways,28,27,2295,1998,55.00
2020,Cairns,Silk Air,31,31,5022,5022,62.00
2020,Canberra,Qatar Airways,31,31,10137,10137,62.00
2020,Canberra,Singapore Airlines,31,31,8184,8184,62.00
2020,Darwin,Donghai Airlines,10,10,1080,1080,20.00
2020,Darwin,Jetstar,31,31,5754,5754,62.00
2020,Darwin,Jetstar Asia,31,31,5580,5580,62.00
2020,Darwin,Silk Air,31,31,5022,5022,62.00
2020,Gold Coast,Air New Zealand,38,38,7409,7395,76.00
2020,Gold Coast,AirAsia X,31,31,11687,11687,62.00
2020,Gold Coast,Jetstar,132,132,30893,30893,264.00
2020,Gold Coast,Scoot Tigerair,15,14,5505,5130,29.00
2020,Gold Coast,Virgin Australia,30,30,5280,5280,60.00
2020,Melbourne,Air Caledonie,14,13,2104,1946,27.00
2020,Melbourne,Air Canada,18,18,5364,5364,36.00
2020,Melbourne,Air China,31,31,9021,9021,62.00
2020,Melbourne,Air India,13,13,3328,3328,26.00
2020,Melbourne,Air New Zealand,223,222,48200,48104,445.00
2020,Melbourne,Air Vanuatu,13,13,2210,2210,26.00
2020,Melbourne,Beijing Capital Airlines,14,14,3108,3108,28.00
2020,Melbourne,Cathay Pacific Airways,93,93,30550,30550,186.00
2020,Melbourne,Cebu Pacific Air,13,14,5668,6104,27.00
2020,Melbourne,China Airlines,18,18,5508,5508,36.00
2020,Melbourne,China Eastern Airlines,71,71,19083,19083,142.00
2020,Melbourne,China Southern Airlines,106,106,34554,34554,212.00
2020,Melbourne,Emirates,93,93,41400,41400,186.00
2020,Melbourne,Etihad Airways,62,62,19655,19655,124.00
2020,Melbourne,Fiji Airways,31,31,6717,6717,62.00
2020,Melbourne,Garuda Indonesia,50,51,12694,12945,101.00
2020,Melbourne,Hainan Airlines,9,9,2716,2716,18.00
2020,Melbourne,Japan Airlines,31,31,5766,5766,62.00
2020,Melbourne,Jetstar,248,251,63471,64327,499.00
2020,Melbourne,LATAM Airlines,14,13,3402,3159,27.00
2020,Melbourne,Malaysia Airlines,74,74,21460,21460,148.00
2020,Melbourne,Malindo Air,31,31,5022,5022,62.00
2020,Melbourne,Philippine Airlines,31,31,9362,9362,62.00
2020,Melbourne,Qantas Airways,437,436,109597,107739,873.00
2020,Melbourne,Qatar Airways,31,31,16027,16027,62.00
2020,Melbourne,Royal Brunei Airlines,31,31,8108,8108,62.00
2020,Melbourne,Scoot Tigerair,54,54,19608,19608,108.00
2020,Melbourne,Sichuan Airlines,18,18,4967,4967,36.00
2020,Melbourne,Singapore Airlines,169,169,48833,48895,338.00
2020,Melbourne,SriLankan Airlines,31,31,8990,9176,62.00
2020,Melbourne,Thai Airways International,62,62,19880,19880,124.00
2020,Melbourne,Tianjin Airlines,13,14,3358,3584,27.00
2020,Melbourne,United Airlines,44,44,11088,11088,88.00
2020,Melbourne,Vietnam Airlines,31,31,9455,9455,62.00
2020,Melbourne,Virgin Australia,179,178,38159,37820,357.00
2020,Melbourne,Xiamen Airlines,22,23,5170,5405,45.00
2020,Newcastle,Virgin Australia,13,13,2288,2288,26.00
2020,Norfolk Island,Air Chathams,5,5,250,250,10.00
2020,Perth,Air Mauritius,12,12,3306,3306,24.00
2020,Perth,Air New Zealand,37,37,11478,11480,74.00
2020,Perth,AirAsia X,49,49,18473,18473,98.00
2020,Perth,All Nippon Airways,31,31,5704,5704,62.00
2020,Perth,Batik Air Indonesia,31,31,5580,5580,62.00
2020,Perth,Cathay Pacific Airways,44,44,13563,13563,88.00
2020,Perth,China Southern Airlines,22,22,5745,5745,44.00
2020,Perth,Citilink Indonesia,31,31,5580,5580,62.00
2020,Perth,Emirates,51,51,22340,22340,102.00
2020,Perth,Garuda Indonesia,48,48,7776,7776,96.00
2020,Perth,Indonesia AirAsia,93,93,16740,16740,186.00
2020,Perth,Jetstar,93,93,17172,17172,186.00
2020,Perth,Malaysia Airlines,57,56,13075,12915,113.00
2020,Perth,Malindo Air,62,62,10170,10170,124.00
2020,Perth,Qantas Airways,83,83,19128,17836,166.00
2020,Perth,Qatar Airways,31,31,16027,16027,62.00
2020,Perth,Scoot Tigerair,53,53,17661,17661,106.00
2020,Perth,Singapore Airlines,124,124,39680,39680,248.00
2020,Perth,South African Airways,31,31,7688,7688,62.00
2020,Perth,Thai Airways International,31,31,9114,9114,62.00
2020,Port Hedland,Virgin Australia,4,4,704,704,8.00
2020,Sydney,Air Caledonie,19,18,4107,3961,37.00
2020,Sydney,Air Canada,31,31,9300,9300,62.00
2020,Sydney,Air China,44,44,13552,13552,88.00
2020,Sydney,Air India,22,22,5632,5632,44.00
2020,Sydney,Air New Zealand,303,301,65301,65263,604.00
2020,Sydney,Air Niugini,9,8,1210,1088,17.00
2020,Sydney,Air Vanuatu,31,31,5270,5270,62.00
2020,Sydney,AirAsia X,62,62,23374,23374,124.00
2020,Sydney,All Nippon Airways,31,31,7440,7440,62.00
2020,Sydney,American Airlines,31,31,8804,8804,62.00
2020,Sydney,Asiana Airlines,31,31,15345,15345,62.00
2020,Sydney,Beijing Capital Airlines,13,13,3380,3380,26.00
2020,Sydney,British Airways,31,31,9207,9207,62.00
2020,Sydney,Cathay Pacific Airways,124,124,39161,39161,248.00
2020,Sydney,Cebu Pacific Air,22,22,9592,9592,44.00
2020,Sydney,China Airlines,49,49,14994,14994,98.00
2020,Sydney,China Eastern Airlines,111,111,29627,29627,222.00
2020,Sydney,China Southern Airlines,108,108,37477,37477,216.00
2020,Sydney,Delta Air Lines,31,31,8928,8928,62.00
2020,Sydney,Emirates,124,124,63183,63211,248.00
2020,Sydney,Etihad Airways,62,62,25234,25234,124.00
2020,Sydney,Fiji Airways,65,66,18874,19109,131.00
2020,Sydney,Garuda Indonesia,49,49,12299,12299,98.00
2020,Sydney,Hainan Airlines,18,18,5253,5253,36.00
2020,Sydney,Hawaiian Airlines,31,31,8587,8587,62.00
2020,Sydney,Japan Airlines,31,31,6045,6045,62.00
2020,Sydney,Jetstar,180,180,45596,45596,360.00
2020,Sydney,Korean Air,31,31,12617,12617,62.00
2020,Sydney,LATAM Airlines,30,30,9000,9000,60.00
2020,Sydney,Malaysia Airlines,62,62,17928,17924,124.00
2020,Sydney,Malindo Air,31,31,5022,5022,62.00
2020,Sydney,Philippine Airlines,31,31,9579,9579,62.00
2020,Sydney,Qantas Airways,912,912,251879,255490,1824.00
2020,Sydney,Qatar Airways,62,62,26164,26164,124.00
2020,Sydney,Samoa Airways,10,10,1700,1700,20.00
