Year,Australian,Airline,InFlights,OutFlights,InSeats,OutSeats,Total Flights
2011,Melbourne,Garuda Indonesia,31,31,8160,8160,62.00
2011,Melbourne,Jetstar,123,128,28213,29834,251.00
2011,Melbourne,Korean Air,14,14,3164,3164,28.00
2011,Melbourne,Malaysia Airlines,62,62,17360,17331,124.00
2011,Melbourne,Philippine Airlines,19,19,6614,6614,38.00
2011,Melbourne,Qantas Airways,212,212,52421,52976,424.00
2011,Melbourne,Qatar Airways,31,31,8029,8029,62.00
2011,Melbourne,Royal Brunei Airlines,2,2,570,570,4.00
2011,Melbourne,Singapore Airlines,92,93,34469,34844,185.00
2011,Melbourne,Thai Airways International,59,59,18967,18967,118.00
2011,Melbourne,United Airlines,31,31,11594,11594,62.00
2011,Melbourne,V Australia,14,14,5054,5054,28.00
2011,Melbourne,Vietnam Airlines,22,23,5852,6118,45.00
2011,Melbourne,Virgin Australia,112,113,20160,20340,225.00
2011,Norfolk Island,Air New Zealand,4,4,625,623,8.00
2011,Perth,Air Australia,8,8,1216,1216,16.00
2011,Perth,Air Mauritius,4,4,1100,1100,8.00
2011,Perth,Air New Zealand,31,31,7128,7130,62.00
2011,Perth,AirAsia X,31,31,11687,11687,62.00
2011,Perth,Cathay Pacific Airways,41,41,10824,10824,82.00
2011,Perth,Emirates,62,62,16585,16585,124.00
2011,Perth,Garuda Indonesia,67,67,10854,10854,134.00
2011,Perth,Indonesia AirAsia,89,89,16020,16020,178.00
2011,Perth,Jetstar,39,38,6903,6726,77.00
2011,Perth,Jetstar Asia,31,31,5580,5580,62.00
2011,Perth,Malaysia Airlines,58,56,14448,13997,114.00
2011,Perth,Qantas Airways,81,81,22906,23273,162.00
2011,Perth,Royal Brunei Airlines,15,15,3852,3852,30.00
2011,Perth,Singapore Airlines,74,74,21090,21090,148.00
2011,Perth,South African Airways,31,31,7946,7942,62.00
2011,Perth,Thai Airways International,32,31,9574,9275,63.00
2011,Perth,Tigerair,31,31,5580,5580,62.00
2011,Perth,Virgin Australia,43,44,7740,7920,87.00
2011,Port Hedland,Air Australia,4,4,608,608,8.00
2011,Sydney,Aerolineas Argentinas,15,15,3705,3705,30.00
2011,Sydney,Air Austral,8,9,3536,3978,17.00
2011,Sydney,Air Caledonie,24,22,3393,3160,46.00
2011,Sydney,Air Canada,31,31,8370,8370,62.00
2011,Sydney,Air China,35,35,8400,8400,70.00
2011,Sydney,Air Mauritius,5,4,1490,1192,9.00
2011,Sydney,Air New Zealand,264,263,49166,48952,527.00
2011,Sydney,Air Niugini,8,8,1480,1480,16.00
2011,Sydney,Fiji Airways,31,31,13219,13219,62.00
2011,Sydney,Air Vanuatu,17,17,2890,2890,34.00
2011,Sydney,Asiana Airlines,31,31,9393,9393,62.00
2011,Sydney,British Airways,61,61,16907,16908,122.00
2011,Sydney,Cathay Pacific Airways,124,124,32736,32736,248.00
2011,Sydney,China Airlines,21,21,6300,6300,42.00
2011,Sydney,China Eastern Airlines,22,22,6189,6189,44.00
2011,Sydney,China Southern Airlines,62,62,16802,16802,124.00
2011,Sydney,Delta Air Lines,31,31,8339,8339,62.00
2011,Sydney,Emirates,124,124,52080,52080,248.00
2011,Sydney,Etihad Airways,48,48,13756,13756,96.00
2011,Sydney,Garuda Indonesia,46,46,10772,10772,92.00
2011,Sydney,Hainan Airlines,8,8,1776,1776,16.00
2011,Sydney,Hawaiian Airlines,17,17,4342,4342,34.00
2011,Sydney,Japan Airlines,30,30,7350,7350,60.00
2011,Sydney,Jetstar,172,181,37957,40629,353.00
2011,Sydney,Korean Air,31,31,10385,10385,62.00
2011,Sydney,LATAM Airlines,28,27,7168,6912,55.00
2011,Sydney,Malaysia Airlines,62,62,19852,19833,124.00
2011,Sydney,Philippine Airlines,22,22,7724,7724,44.00
2011,Sydney,Qantas Airways,641,641,175233,176218,1282.00
2011,Sydney,Singapore Airlines,124,124,46302,46302,248.00
2011,Sydney,Thai Airways International,78,78,20826,20826,156.00
2011,Sydney,United Airlines,62,62,23188,23188,124.00
2011,Sydney,V Australia,44,45,15884,16245,89.00
2011,Sydney,Vietnam Airlines,21,21,6446,6443,42.00
2011,Sydney,Virgin Atlantic Airways,31,31,9548,9548,62.00
2011,Sydney,Virgin Australia,138,140,24840,25200,278.00
2011,Sydney,Virgin Samoa,13,13,2340,2340,26.00
2011,Townsville,Air Australia,7,7,1064,1064,14.00
2011,Adelaide,Air New Zealand,21,21,3498,3508,42.00
2011,Adelaide,Cathay Pacific Airways,30,30,7920,7920,60.00
2011,Adelaide,Malaysia Airlines,26,26,7280,7280,52.00
2011,Adelaide,Qantas Airways,14,13,4201,3851,27.00
2011,Adelaide,Singapore Airlines,30,30,8550,8550,60.00
2011,Adelaide,Virgin Australia,15,15,2700,2700,30.00
2011,Brisbane,Air Australia,18,17,4914,4641,35.00
2011,Brisbane,Air Caledonie,8,8,1168,1168,16.00
2011,Brisbane,Air New Zealand,138,138,28385,28362,276.00
2011,Brisbane,Air Niugini,60,61,9950,10135,121.00
2011,Brisbane,Fiji Airways,30,30,4938,4938,60.00
2011,Brisbane,Air Vanuatu,13,13,2210,2210,26.00
2011,Brisbane,Cathay Pacific Airways,47,47,12408,12408,94.00
2011,Brisbane,China Airlines,20,20,6140,6140,40.00
2011,Brisbane,China Southern Airlines,12,12,3408,3408,24.00
2011,Brisbane,Emirates,90,90,31860,31860,180.00
2011,Brisbane,Etihad Airways,13,13,3406,3406,26.00
2011,Brisbane,Eva Air,7,7,1764,1764,14.00
2011,Brisbane,Jetstar,54,55,9794,10008,109.00
2011,Brisbane,Korean Air,18,18,4608,4608,36.00
2011,Brisbane,Malaysia Airlines,22,22,6208,6182,44.00
2011,Brisbane,Nauru Airlines,4,4,495,495,8.00
2011,Brisbane,Qantas Airways,142,141,33630,33644,283.00
2011,Brisbane,Royal Brunei Airlines,25,25,7125,7125,50.00
2011,Brisbane,Singapore Airlines,82,82,23370,23370,164.00
2011,Brisbane,Solomon Airlines,15,15,2340,2340,30.00
2011,Brisbane,Thai Airways International,26,26,7628,7628,52.00
2011,Brisbane,V Australia,17,17,6137,6137,34.00
2011,Brisbane,Virgin Australia,236,239,42480,43020,475.00
2011,Brisbane,Virgin Samoa,5,5,900,900,10.00
2011,Cairns,Air New Zealand,13,13,2163,2188,26.00
2011,Cairns,Air Niugini,43,43,4426,4426,86.00
2011,Cairns,Airlines PNG,9,9,333,333,18.00
2011,Cairns,Cathay Pacific Airways,30,30,7920,7920,60.00
2011,Cairns,Continental Micronesia,11,12,1450,1574,23.00
2011,Cairns,Jetstar,78,79,19826,20122,157.00
2011,Cairns,Qantas Airways,51,51,3774,3774,102.00
2011,Cairns,Virgin Australia,7,7,1260,1260,14.00
2011,Darwin,Indonesia AirAsia,30,30,5400,5400,60.00
2011,Darwin,Jetstar,103,104,19782,19959,207.00
2011,Gold Coast,Air New Zealand,32,32,5433,5463,64.00
2011,Gold Coast,AirAsia X,30,30,11310,11310,60.00
2011,Gold Coast,Jetstar,72,70,15843,15370,142.00
2011,Gold Coast,Virgin Australia,27,27,4860,4860,54.00
2011,Melbourne,Air Australia,8,9,2184,2457,17.00
2011,Melbourne,Air China,17,17,4080,4080,34.00
2011,Melbourne,Air Mauritius,4,4,1192,1192,8.00
2011,Melbourne,Air New Zealand,136,135,27894,27887,271.00
2011,Melbourne,Fiji Airways,17,17,3851,3851,34.00
2011,Melbourne,Air Vanuatu,1,4,170,680,5.00
2011,Melbourne,AirAsia X,30,30,11310,11310,60.00
2011,Melbourne,Cathay Pacific Airways,90,90,23760,23760,180.00
2011,Melbourne,China Eastern Airlines,17,17,3842,3842,34.00
2011,Melbourne,China Southern Airlines,30,30,8490,8490,60.00
2011,Melbourne,Emirates,120,120,42780,42780,240.00
2011,Melbourne,Etihad Airways,30,30,7460,7460,60.00
2011,Melbourne,Garuda Indonesia,30,30,7867,7867,60.00
2011,Melbourne,Jetstar,120,125,27736,29243,245.00
2011,Melbourne,Korean Air,13,13,2938,2938,26.00
2011,Melbourne,Malaysia Airlines,60,60,16800,16740,120.00
2011,Melbourne,Philippine Airlines,31,31,8944,8944,62.00
2011,Melbourne,Qantas Airways,214,214,54216,54685,428.00
2011,Melbourne,Qatar Airways,30,30,7770,7770,60.00
2011,Melbourne,Royal Brunei Airlines,18,17,5130,4845,35.00
2011,Melbourne,Singapore Airlines,90,90,35659,35659,180.00
2011,Melbourne,Thai Airways International,60,60,20756,20756,120.00
2011,Melbourne,United Airlines,30,29,11220,10846,59.00
2011,Melbourne,V Australia,13,13,4693,4693,26.00
2011,Melbourne,Vietnam Airlines,22,21,5852,5586,43.00
2011,Melbourne,Virgin Australia,102,101,18360,18180,203.00
2011,Norfolk Island,Air New Zealand,4,4,671,659,8.00
2011,Perth,Air Australia,14,14,2128,2128,28.00
2011,Perth,Air Mauritius,5,4,1375,1100,9.00
2011,Perth,Air New Zealand,30,30,6899,6918,60.00
2011,Perth,AirAsia X,30,30,11310,11310,60.00
2011,Perth,Cathay Pacific Airways,30,30,7920,7920,60.00
2011,Perth,Emirates,60,60,15960,15960,120.00
2011,Perth,Garuda Indonesia,90,90,14580,14580,180.00
2011,Perth,Indonesia AirAsia,105,104,18900,18720,209.00
2011,Perth,Jetstar,36,39,6426,6960,75.00
2011,Perth,Jetstar Asia,30,30,5400,5400,60.00
2011,Perth,Malaysia Airlines,55,56,14104,14263,111.00
2011,Perth,Qantas Airways,80,81,22852,23323,161.00
2011,Perth,Royal Brunei Airlines,17,16,2448,2304,33.00
2011,Perth,Singapore Airlines,74,74,21090,21090,148.00
2011,Perth,South African Airways,30,30,7863,7799,60.00
2011,Perth,Thai Airways International,29,30,8671,8970,59.00
2011,Perth,Tigerair,30,30,5400,5400,60.00
2011,Perth,Virgin Australia,54,53,9720,9540,107.00
2011,Sydney,Aerolineas Argentinas,12,12,2964,2964,24.00
2011,Sydney,Air Austral,9,9,3978,3978,18.00
2011,Sydney,Air Caledonie,21,22,2926,2977,43.00
2011,Sydney,Air Canada,30,30,8179,8179,60.00
2011,Sydney,Air China,39,39,9360,9360,78.00
2011,Sydney,Air Mauritius,4,4,1192,1192,8.00
2011,Sydney,Air New Zealand,224,226,42436,42679,450.00
2011,Sydney,Air Niugini,9,9,1725,1725,18.00
2011,Sydney,Fiji Airways,30,31,13384,13544,61.00
2011,Sydney,Air Vanuatu,26,26,4420,4420,52.00
2011,Sydney,Asiana Airlines,30,30,9090,9090,60.00
2011,Sydney,British Airways,58,59,16250,16469,117.00
2011,Sydney,Cathay Pacific Airways,120,120,31680,31680,240.00
2011,Sydney,China Airlines,17,17,5100,5100,34.00
2011,Sydney,China Eastern Airlines,22,22,6314,6314,44.00
2011,Sydney,China Southern Airlines,60,60,16494,16494,120.00
2011,Sydney,Delta Air Lines,30,30,8070,8070,60.00
2011,Sydney,Emirates,120,120,50400,50400,240.00
2011,Sydney,Etihad Airways,47,47,13724,13724,94.00
2011,Sydney,Garuda Indonesia,43,43,10001,10001,86.00
2011,Sydney,Hainan Airlines,9,8,1998,1776,17.00
2011,Sydney,Hawaiian Airlines,28,28,7107,7107,56.00
2011,Sydney,Japan Airlines,30,30,7350,7350,60.00
2011,Sydney,Jetstar,180,186,40558,42247,366.00
2011,Sydney,Korean Air,30,30,7830,7830,60.00
2011,Sydney,LATAM Airlines,30,30,7680,7680,60.00
2011,Sydney,Malaysia Airlines,60,60,19207,19149,120.00
2011,Sydney,Philippine Airlines,31,31,8944,8944,62.00
2011,Sydney,Qantas Airways,639,637,174854,174026,1276.00
2011,Sydney,Singapore Airlines,120,120,44790,44790,240.00
2011,Sydney,Thai Airways International,77,77,20559,20559,154.00
2011,Sydney,United Airlines,60,59,22440,22066,119.00
2011,Sydney,V Australia,42,43,15162,15523,85.00
2011,Sydney,Vietnam Airlines,26,26,7340,7340,52.00
2011,Sydney,Virgin Atlantic Airways,30,30,9240,9240,60.00
2011,Sydney,Virgin Australia,142,142,25560,25560,284.00
2011,Sydney,Virgin Samoa,12,12,2160,2160,24.00
2011,Townsville,Air Australia,4,5,608,760,9.00
2011,Adelaide,Air New Zealand,19,19,3122,3122,38.00
2011,Adelaide,Cathay Pacific Airways,31,31,8184,8184,62.00
2011,Adelaide,Malaysia Airlines,26,27,7280,7560,53.00
2011,Adelaide,Qantas Airways,14,13,4250,3858,27.00
2011,Adelaide,Singapore Airlines,31,31,8835,8835,62.00
2011,Adelaide,Virgin Australia,18,18,3240,3240,36.00
2011,Brisbane,Air Australia,17,17,4641,4641,34.00
2011,Brisbane,Air Caledonie,9,9,1689,1689,18.00
2011,Brisbane,Air New Zealand,121,121,25352,25283,242.00
2011,Brisbane,Air Niugini,63,61,10895,10695,124.00
2011,Brisbane,Fiji Airways,31,31,5395,5395,62.00
2011,Brisbane,Air Vanuatu,14,14,2380,2380,28.00
2011,Brisbane,Cathay Pacific Airways,49,49,12983,12983,98.00
2011,Brisbane,China Airlines,20,20,6140,6140,40.00
2011,Brisbane,China Southern Airlines,14,14,3976,3976,28.00
2011,Brisbane,Emirates,93,93,32922,32922,186.00
2011,Brisbane,Etihad Airways,13,13,3406,3406,26.00
2011,Brisbane,Eva Air,5,5,1260,1260,10.00
2011,Brisbane,Jetstar,60,60,11563,11563,120.00
2011,Brisbane,Korean Air,14,14,3584,3584,28.00
2011,Brisbane,Malaysia Airlines,22,22,6182,6160,44.00
2011,Brisbane,Nauru Airlines,5,5,624,624,10.00
2011,Brisbane,Qantas Airways,149,137,38210,35058,286.00
2011,Brisbane,Royal Brunei Airlines,27,27,7695,7695,54.00
2011,Brisbane,Singapore Airlines,84,84,23940,23940,168.00
2011,Brisbane,Solomon Airlines,18,18,2808,2808,36.00
2011,Brisbane,Thai Airways International,31,31,9268,9268,62.00
2011,Brisbane,United Airlines,2,0,748,0,2.00
2011,Brisbane,V Australia,18,18,6498,6498,36.00
2011,Brisbane,Virgin Australia,247,246,44460,44280,493.00
2011,Brisbane,Virgin Samoa,4,4,720,720,8.00
2011,Cairns,Air New Zealand,14,14,2293,2303,28.00
2011,Cairns,Air Niugini,41,41,4221,4221,82.00
2011,Cairns,Airlines PNG,9,9,333,333,18.00
2011,Cairns,Cathay Pacific Airways,31,31,8231,8231,62.00
2011,Cairns,Continental Micronesia,9,9,1231,1231,18.00
2011,Cairns,Jetstar,85,85,21217,21217,170.00
2011,Cairns,Qantas Airways,53,54,3922,4219,107.00
2011,Cairns,Virgin Australia,4,4,720,720,8.00
2011,Darwin,Indonesia AirAsia,31,31,5580,5580,62.00
2011,Darwin,Jetstar,101,101,19824,19787,202.00
2011,Gold Coast,Air New Zealand,18,18,2968,2999,36.00
2011,Gold Coast,AirAsia X,31,31,11687,11687,62.00
2011,Gold Coast,Jetstar,81,81,18379,18379,162.00
2011,Gold Coast,Virgin Australia,31,31,5580,5580,62.00
2011,Melbourne,Air Australia,9,9,2457,2457,18.00
2011,Melbourne,Air China,18,18,4320,4320,36.00
2011,Melbourne,Air Mauritius,5,4,1490,1192,9.00
2011,Melbourne,Air New Zealand,122,120,24718,24541,242.00
2011,Melbourne,Fiji Airways,14,14,3458,3458,28.00
2011,Melbourne,Air Vanuatu,0,4,0,680,4.00
2011,Melbourne,AirAsia X,31,31,11687,11687,62.00
2011,Melbourne,Cathay Pacific Airways,93,93,24552,24552,186.00
2011,Melbourne,China Eastern Airlines,18,18,4129,4129,36.00
2011,Melbourne,China Southern Airlines,31,31,8587,8587,62.00
2011,Melbourne,Emirates,124,124,44206,44206,248.00
2011,Melbourne,Etihad Airways,31,31,7804,7804,62.00
2011,Melbourne,Garuda Indonesia,31,31,8160,8160,62.00
2011,Melbourne,Jetstar,119,125,27688,29252,244.00
2011,Melbourne,Korean Air,13,13,2938,2938,26.00
2011,Melbourne,Malaysia Airlines,62,62,17360,17298,124.00
2011,Melbourne,Philippine Airlines,30,30,8338,8338,60.00
2011,Melbourne,Qantas Airways,214,213,54487,54288,427.00
2011,Melbourne,Qatar Airways,31,31,8029,8029,62.00
2011,Melbourne,Royal Brunei Airlines,17,17,4845,4845,34.00
2011,Melbourne,Singapore Airlines,93,93,34844,34844,186.00
2011,Melbourne,Thai Airways International,59,59,20304,20232,118.00
2011,Melbourne,United Airlines,30,27,11220,10098,57.00
2011,Melbourne,V Australia,13,13,4693,4693,26.00
2011,Melbourne,Vietnam Airlines,22,21,5852,5586,43.00
2011,Melbourne,Virgin Australia,104,104,18720,18720,208.00
2011,Norfolk Island,Air New Zealand,5,5,791,789,10.00
2011,Perth,Air Australia,10,10,1520,1520,20.00
2011,Perth,Air Mauritius,4,5,1100,1375,9.00
2011,Perth,Air New Zealand,26,26,5980,5980,52.00
2011,Perth,AirAsia X,31,31,11687,11687,62.00
2011,Perth,Cathay Pacific Airways,31,31,8184,8184,62.00
2011,Perth,Emirates,62,62,16668,16668,124.00
2011,Perth,Garuda Indonesia,93,93,15066,15066,186.00
2011,Perth,Indonesia AirAsia,97,97,17460,17460,194.00
2011,Perth,Jetstar,40,40,7140,7143,80.00
2011,Perth,Jetstar Asia,31,31,5580,5580,62.00
2011,Perth,Malaysia Airlines,57,57,14091,14161,114.00
2011,Perth,Qantas Airways,72,71,20618,20837,143.00
2011,Perth,Royal Brunei Airlines,18,18,2592,2592,36.00
2011,Perth,Singapore Airlines,75,75,21375,21375,150.00
2011,Perth,South African Airways,24,24,6052,6119,48.00
2011,Perth,Thai Airways International,29,29,8671,8671,58.00
2011,Perth,Tigerair,31,31,5580,5580,62.00
2011,Perth,Virgin Australia,61,62,10980,11160,123.00
2011,Sydney,Aerolineas Argentinas,13,13,3211,3211,26.00
2011,Sydney,Air Austral,9,9,3978,3978,18.00
2011,Sydney,Air Caledonie,21,20,3025,2757,41.00
2011,Sydney,Air Canada,31,31,8369,8369,62.00
2011,Sydney,Air China,40,40,9600,9600,80.00
2011,Sydney,Air Mauritius,5,4,1490,1192,9.00
2011,Sydney,Air New Zealand,196,197,36187,36311,393.00
2011,Sydney,Air Niugini,9,8,1950,1720,17.00
2011,Sydney,Fiji Airways,31,31,14043,14043,62.00
2011,Sydney,Air Vanuatu,26,26,4420,4420,52.00
2011,Sydney,Asiana Airlines,31,31,9393,9393,62.00
2011,Sydney,British Airways,52,51,15046,14828,103.00
2011,Sydney,Cathay Pacific Airways,119,119,31356,31356,238.00
2011,Sydney,China Airlines,11,11,3300,3300,22.00
2011,Sydney,China Eastern Airlines,22,22,6214,6214,44.00
2011,Sydney,China Southern Airlines,62,62,17608,17608,124.00
2011,Sydney,Delta Air Lines,31,31,8339,8339,62.00
2011,Sydney,Emirates,123,123,51594,51594,246.00
2011,Sydney,Etihad Airways,49,49,14256,14256,98.00
2011,Sydney,Garuda Indonesia,45,45,10445,10445,90.00
2011,Sydney,Hainan Airlines,9,10,1998,2220,19.00
2011,Sydney,Hawaiian Airlines,31,31,7872,7872,62.00
2011,Sydney,Japan Airlines,31,31,7595,7595,62.00
2011,Sydney,Jetstar,173,177,38676,39809,350.00
2011,Sydney,Korean Air,31,31,8091,8091,62.00
2011,Sydney,LATAM Airlines,26,27,6656,6912,53.00
2011,Sydney,Malaysia Airlines,59,59,18676,18624,118.00
2011,Sydney,Philippine Airlines,30,30,8338,8338,60.00
2011,Sydney,Qantas Airways,633,632,170162,171313,1265.00
2011,Sydney,Singapore Airlines,120,120,45143,45143,240.00
2011,Sydney,Thai Airways International,73,73,19491,19491,146.00
2011,Sydney,United Airlines,62,60,23188,22440,122.00
2011,Sydney,V Australia,44,44,15884,15884,88.00
2011,Sydney,Vietnam Airlines,24,24,6720,6720,48.00
2011,Sydney,Virgin Atlantic Airways,31,31,9548,9548,62.00
2011,Sydney,Virgin Australia,140,141,25200,25380,281.00
2011,Sydney,Virgin Samoa,13,13,2340,2340,26.00
2011,Townsville,Air Australia,5,4,760,608,9.00
2011,Adelaide,Air New Zealand,16,15,2612,2452,31.00
2011,Adelaide,Cathay Pacific Airways,30,30,7920,7920,60.00
2011,Adelaide,Malaysia Airlines,26,25,7280,7000,51.00
2011,Adelaide,Qantas Airways,13,11,3791,3254,24.00
2011,Adelaide,Singapore Airlines,30,30,8550,8550,60.00
2011,Adelaide,Virgin Australia,17,17,3060,3060,34.00
2011,Brisbane,Air Australia,15,16,4095,4368,31.00
2011,Brisbane,Air Caledonie,9,9,1439,1439,18.00
2011,Brisbane,Air New Zealand,131,131,26887,26928,262.00
2011,Brisbane,Air Niugini,55,56,9346,9353,111.00
2011,Brisbane,Fiji Airways,30,30,4851,4851,60.00
2011,Brisbane,Air Vanuatu,12,12,2040,2040,24.00
2011,Brisbane,Cathay Pacific Airways,47,47,12406,12406,94.00
2011,Brisbane,China Airlines,18,18,5526,5526,36.00
2011,Brisbane,China Southern Airlines,13,13,4076,4076,26.00
2011,Brisbane,Emirates,90,90,31860,31860,180.00
2011,Brisbane,Etihad Airways,13,13,3406,3406,26.00
2011,Brisbane,Eva Air,7,7,1764,1764,14.00
2011,Brisbane,Jetstar,48,47,8641,8467,95.00
2011,Brisbane,Korean Air,12,12,3072,3072,24.00
2011,Brisbane,Malaysia Airlines,21,21,5901,5880,42.00
2011,Brisbane,Nauru Airlines,4,4,501,501,8.00
2011,Brisbane,Qantas Airways,138,120,38077,33172,258.00
2011,Brisbane,Royal Brunei Airlines,26,26,7410,7410,52.00
2011,Brisbane,Singapore Airlines,81,81,23085,23085,162.00
2011,Brisbane,Solomon Airlines,18,18,2808,2808,36.00
2011,Brisbane,Thai Airways International,30,30,9165,9165,60.00
2011,Brisbane,V Australia,17,17,6137,6137,34.00
2011,Brisbane,Virgin Australia,206,205,37080,36900,411.00
2011,Brisbane,Virgin Samoa,4,4,720,720,8.00
2011,Cairns,Air New Zealand,17,17,2778,2803,34.00
2011,Cairns,Air Niugini,35,35,3822,3622,70.00
2011,Cairns,Airlines PNG,8,8,296,296,16.00
2011,Cairns,Cathay Pacific Airways,30,30,7920,7920,60.00
2011,Cairns,Continental Micronesia,9,8,1138,1015,17.00
2011,Cairns,Jetstar,77,77,19568,19568,154.00
2011,Cairns,Qantas Airways,52,52,3848,3848,104.00
2011,Cairns,Virgin Australia,2,2,360,360,4.00
2011,Darwin,Indonesia AirAsia,30,30,5400,5400,60.00
2011,Darwin,Jetstar,100,100,19268,19268,200.00
2011,Gold Coast,Air New Zealand,21,21,3469,3494,42.00
2011,Gold Coast,AirAsia X,30,30,11310,11310,60.00
2011,Gold Coast,Jetstar,50,50,11545,11548,100.00
2011,Gold Coast,Virgin Australia,23,23,4140,4140,46.00
2011,Melbourne,Air Australia,8,6,2184,1638,14.00
2011,Melbourne,Air China,17,17,4080,4080,34.00
2011,Melbourne,Air Mauritius,4,5,1196,1496,9.00
2011,Melbourne,Air New Zealand,121,120,24500,24492,241.00
2011,Melbourne,Fiji Airways,13,13,3211,3211,26.00
2011,Melbourne,Air Vanuatu,0,5,0,850,5.00
2011,Melbourne,AirAsia X,30,30,11310,11310,60.00
2011,Melbourne,Cathay Pacific Airways,90,90,23757,23757,180.00
2011,Melbourne,China Eastern Airlines,22,22,4972,4972,44.00
2011,Melbourne,China Southern Airlines,30,30,8370,8370,60.00
2011,Melbourne,Emirates,120,120,42780,42780,240.00
2011,Melbourne,Etihad Airways,30,30,7564,7564,60.00
2011,Melbourne,Garuda Indonesia,30,30,8790,8790,60.00
2011,Melbourne,Jetstar,93,98,22817,24326,191.00
2011,Melbourne,Korean Air,13,13,2938,2938,26.00
2011,Melbourne,Malaysia Airlines,60,60,16800,16740,120.00
2011,Melbourne,Philippine Airlines,29,29,8036,8036,58.00
2011,Melbourne,Qantas Airways,166,169,46267,47571,335.00
2011,Melbourne,Qatar Airways,30,30,7770,7770,60.00
2011,Melbourne,Royal Brunei Airlines,17,18,4845,5130,35.00
2011,Melbourne,Singapore Airlines,90,90,33587,33587,180.00
2011,Melbourne,Thai Airways International,60,60,21239,21239,120.00
